"recipeId","slug","titleFa","titleEn","country","cityRegion","sourceGroup","dishType","culinaryClass","ingredientCount","stepCount","grisCompleteness","notRuledReason","priority","recommendedAction"
"garnish_recipe_fa_1071_6e0696a6","kotlet-goosht","کتلت گوشت","Kotlet Goosht","ایران","","phase-one-v0.6.1","main","cooked","9","5","complete","No source-backed rule yet.","P2_NORMAL_COOKED","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_fa_111_4cb37a1a","kateh-shomali","کته شمالی","Kateh Shomali","ایران","","phase-one-v0.6.1","rice","cooked","4","6","complete","No source-backed rule yet.","P2_NORMAL_COOKED","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_fa_112_9764d4aa","kadoo-polo-mazandarani","کدو پلو مازندرانی","Kadoo Polo Mazandarani","ایران","مازندران","phase-one-v0.6.1","rice|main_course","cooked","9","6","complete","No source-backed rule yet.","P1_FAMOUS_REGIONAL","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_intl_053_54c002d0","creme-brulee","کرم بروله","Creme Brulee","international","","international-core-150-v0.6.0","dessert|baked","dessert","6","5","complete","No source-backed rule yet.","P3_SIMPLE_OR_NON_COOKING","LOW_RISK_RULE_ONLY"
"garnish_recipe_fa_1743_005c3739","kashk-bademjan","کشک بادمجان","Kashk Bademjan","ایران","","phase-one-v0.6.1","main","cooked","8","5","complete","Tier 1 canonical dish needs source-backed rule.","P2_NORMAL_COOKED","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_fa_1528_32041352","kaleh-pacheh","کله پاچه","Kaleh Pacheh","ایران","","phase-one-v0.6.1","main","cooked","7","5","complete","No source-backed rule yet.","P2_NORMAL_COOKED","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_fa_139_012333bd","kufteh-berenji","کوفته برنجی","Kufteh Berenji","ایران","","phase-one-v0.6.1","main_course","cooked","11","5","complete","No source-backed rule yet.","P1_FAMOUS_REGIONAL","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_fa_880_6164abab","koofteh-tabrizi","کوفته تبریزی","Koofteh Tabrizi","ایران","تبریز","phase-one-v0.6.1","main","cooked","14","6","complete","No source-backed rule yet.","P0_CANONICAL_HIGH_RISK","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_intl_038_16764713","swedish-meatballs","کوفته سوئدی","Swedish Meatballs","سوئد","","international-core-150-v0.6.0","main_course","cooked","12","5","complete","No source-backed rule yet.","P1_FAMOUS_REGIONAL","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_intl_077_40b61937","kofte","کوفتهٔ ترکی","Kofte","international","","international-core-150-v0.6.0","main_course|grilled","cooked","10","5","complete","No source-backed rule yet.","P1_FAMOUS_REGIONAL","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_intl_120_ae775732","koenigsberger-klopse","کونیگسبرگر کلوپسه","Koenigsberger Klopse","آلمان","","international-core-150-v0.6.0","main_course","cooked","12","5","complete","No source-backed rule yet.","P2_NORMAL_COOKED","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_fa_134_34e1816f","kuku-bademjan","کوکو بادمجان","Kuku Bademjan","ایران","","phase-one-v0.6.1","main_course","cooked","9","5","complete","No source-backed rule yet.","P2_NORMAL_COOKED","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_fa_2049_765e338a","kuku-sabzi","کوکو سبزی","Kuku Sabzi","ایران","","phase-one-v0.6.1","main","cooked","14","5","complete","No source-backed rule yet.","P2_NORMAL_COOKED","SOURCE_REVIEW_REQUIRED"
"garnish_recipe_fa_1270_70cc3cff","yatimcheh","یتیمچه","Yatimcheh","ایران","","phase-one-v0.6.1","main","cooked","10","6","complete","No source-backed rule yet.","P2_NORMAL_COOKED","SOURCE_REVIEW_REQUIRED"
