"recipeId","slug","title","sourceGroup","country","province","city","category","ingredientCount","stepCount","grisSectionCount","structuralComplete","culinaryRisk","worstSeverity","issueCount","issues"
"garnish_recipe_intl_004_e65ccfe3","bruschetta-pomodoro","بروسکتا با گوجه و ریحان","international-core-150-v0.6.0","ایران","گیلان","","appetizer","8","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_fa_1291_b4dad1f1","mahi-shekam-por","بریان ماهی (ماهی شکم‌پر)","phase-one-v0.6.1","ایران","","","main","11","5","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_90_85d9aaf0","beryani-isfahan","بریانی اصفهان","phase-one-v0.6.1","ایران","","اصفهان","main_course","10","6","16","YES","RULE_PASS","P2","1","P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (1/10)"
"garnish_recipe_global_143_102_36229b49","hyderabadi-style-chicken-biryani","بریانی مرغ هندی","global-143-v0.3","هند","","","main_course","16","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (7/7)"
"garnish_recipe_global_143_089_59f271c3","brigadeiro-chocolate-truffles","بریگادیرو شکلاتی","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","dessert","6","4","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_fa_96_730b7817","boz-ghormeh-kermani","بزقرمه کرمانی","phase-one-v0.6.1","ایران","کرمان","کرمان","stew","10","6","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_fa_173_ab17534c","bastani-sonnati","بستنی سنتی","phase-one-v0.6.1","ایران","","","dessert","8","6","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_global_143_058_33c6e1fc","italian-antipasto-platter","بشقاب آنتی‌پاستوی ایتالیایی","global-143-v0.3","ایتالیا","","","no_cook","10","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_lite_fa_007_f1109425","persian-breakfast-plate","بشقاب صبحانه پنیر و سبزی و گوجه","lite-food-v0.3","ایران","","","lite_food","4","3","0","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_lite_fa_088_be94fc3b","grazing-plate","بشقاب مزه (پنیر، کراکر، میوه، آجیل)","lite-food-v0.3","نامشخص در داده؛ بین‌المللی","","","lite_food","5","3","0","YES","NOT_RULED","P2","1","P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_global_143_059_1049b27a","buckwheat-blini-with-caviar","بلینی گندم سیاه با خاویار","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","pancake","10","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_global_143_003_e6033f62","eggs-benedict","بندیکت تخم‌مرغ","global-143-v0.3","ایران","اصفهان","اصفهان","egg","9","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_fa_126_76675c2f","borani-esfenaj","بورانی اسفناج","phase-one-v0.6.1","ایران","","","side_dish","6","6","18","YES","NOT_RULED","P2","3","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (6/6) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_127_38980a7f","borani-bademjan","بورانی بادمجان","phase-one-v0.6.1","ایران","","","side_dish","6","6","18","YES","NOT_RULED","P2","3","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (6/6) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_intl_066_d22397d4","borscht","بورش","international-core-150-v0.6.0","نامشخص در داده؛ بین‌المللی","","","soup","13","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_global_143_132_32880128","boeuf-bourguignon","بوف بورگینیون","global-143-v0.3","فرانسه","بورگونی","","main_course","9","7","18","YES","RULE_PASS","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (7/7)"
"garnish_recipe_global_143_098_0f8fbedd","korean-beef-bulgogi","بولگوگی گوشت کره‌ای","global-143-v0.3","کره جنوبی","","","main_course","10","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_global_143_097_4fa8c5e5","korean-bibimbap-beef-vegetables","بیبیمباپ کره‌ای با گوشت و سبزیجات","global-143-v0.3","کره جنوبی","","","rice_bowl","13","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (7/7)"
"garnish_recipe_intl_056_1509959b","bitterballen","بیتربالن","international-core-150-v0.6.0","هلند","","","appetizer","11","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_global_143_018_285f8e1b","bircher-muesli","بیرچر میوزلی","global-143-v0.3","سوئیس","","","cold_breakfast","9","3","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5)"
"garnish_recipe_intl_124_ee006e03","bistecca-alla-fiorentina","بیستکا آلا فیورنتینا","international-core-150-v0.6.0","نامشخص در داده؛ بین‌المللی","","","main_course","7","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_lite_fa_040_167f7ab7","biscuits-with-milk","بیسکویت با شیر","lite-food-v0.3","ایران","","","lite_food","2","3","0","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_intl_065_d91803a7","beef-stroganoff","بیف استروگانف","international-core-150-v0.6.0","نامشخص در داده؛ بین‌المللی","","","main_course","10","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_global_143_130_c4a5fa79","classic-beef-wellington","بیف ولینگتون کلاسیک","global-143-v0.3","بریتانیا","","","main_course","8","6","18","YES","RULE_PASS","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_global_143_091_88b57d1e","korean-bingsu-red-bean-fruit","بینگسو با لوبیای قرمز و میوه","global-143-v0.3","کره جنوبی","","","dessert","6","4","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_global_143_004_44168530","bagel-lox-cream-cheese","بیگل با لاکس و پنیر خامه‌ای","global-143-v0.3","آمریکا","","","sandwich","8","4","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5)"
"garnish_recipe_global_143_065_c4cb085e","classic-apple-tarte-tatin","تارت تاتن سیب","global-143-v0.3","فرانسه","","","tart","7","5","18","YES","NOT_RULED","PASS","0",""
"garnish_recipe_intl_140_e00e3df2","tarta-de-santiago","تارتا د سانتیاگو","international-core-150-v0.6.0","اسپانیا","","","dessert","6","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_fa_1276_cdef73d2","tas-kabab","تاس‌کباب","phase-one-v0.6.1","ایران","","","main","12","6","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_intl_019_629698d5","tom-kha-gai","تام کا گای (سوپ مرغ و نارگیل)","international-core-150-v0.6.0","تایلند","","","soup","11","5","16","YES","NOT_RULED","PASS","0",""
"garnish_recipe_intl_049_04e612cd","tom-yum-goong","تام یوم گونگ (سوپ تند میگو)","international-core-150-v0.6.0","تایلند","","","soup","10","5","16","YES","NOT_RULED","PASS","0",""
"garnish_recipe_global_143_008_22e17e44","tamagoyaki-japanese-rolled-omelette","تاماگویاکی ژاپنی","global-143-v0.3","ژاپن","","","egg","5","4","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5)"
"garnish_recipe_global_143_114_cc474629","moroccan-chicken-tagine-apricot","تاژین مراکشی مرغ و زردآلو","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","main_course","13","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_global_143_099_2a8c35d1","mexican-beef-tacos","تاکوی گوشت با سالسای تازه","global-143-v0.3","مکزیک/تکس-مکس","","","street_food","12","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_intl_009_ab044ed1","tabbouleh","تبوله","international-core-150-v0.6.0","لبنان/شام","","","salad","9","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5)"
"garnish_lite_fa_010_5402d628","soft-boiled-egg-with-bread-soldiers","تخم‌مرغ عسلی با نان","lite-food-v0.3","نامشخص در داده؛ بین‌المللی","","","lite_food","4","3","0","YES","NOT_RULED","P2","1","P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_lite_fa_082_5e31f95b","radish-and-cucumber-with-lemon-salt","تربچه و خیار با نمک و آبلیمو","lite-food-v0.3","ایران","","","lite_food","4","3","0","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_106_d9e3968a","torsh-tareh","ترش‌تره","phase-one-v0.6.1","ایران","گیلان","","stew","11","6","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_fa_1262_9f42258a","torsh-shami-gilani","ترش‌شامی گیلانی","phase-one-v0.6.1","ایران","گیلان","","main","11","5","16","YES","NOT_RULED","PASS","0",""
"garnish_recipe_intl_037_7cf2e346","tzatziki","تزاتزیکی","international-core-150-v0.6.0","یونان","","","appetizer","7","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5)"
"garnish_lite_fa_012_c3da9856","ricotta-and-honey-toast","تست ریکوتا و عسل","lite-food-v0.3","نامشخص در داده؛ بین‌المللی","","","lite_food","4","3","0","YES","NOT_RULED","P2","1","P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_lite_fa_016_565be283","cream-cheese-and-cucumber-toast","تست پنیر خامه‌ای و خیار","lite-food-v0.3","نامشخص در داده؛ بین‌المللی","","","lite_food","4","3","0","YES","NOT_RULED","P2","1","P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_lite_fa_013_374a5ddc","almond-butter-and-berry-toast","تست کره بادام و توت","lite-food-v0.3","نامشخص در داده؛ بین‌المللی","","","lite_food","3","3","0","YES","NOT_RULED","P2","1","P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_intl_080_5dbc4315","tempura","تمپورا","international-core-150-v0.6.0","ژاپن","","","main_course","10","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5)"
"garnish_recipe_intl_138_4f5d8e11","tompoes","تمپوس","international-core-150-v0.6.0","هلند","","","dessert","8","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5)"
"garnish_recipe_fa_1084_8f35205e","tahchin-morgh","ته چین مرغ","phase-one-v0.6.1","ایران","","","main","11","6","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_115_ba80ef7c","tahandaz-morgh","ته‌انداز مرغ","phase-one-v0.6.1","ایران","","","rice","10","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_164_8367ec24","tahchin-goosht-bademjan","ته‌چین گوشت و بادمجان","phase-one-v0.6.1","ایران","","","rice","10","6","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_lite_fa_032_f43fdf8e","dried-mulberry-and-walnut","توت خشک و گردو","lite-food-v0.3","ایران","","","lite_food","2","3","0","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_intl_111_248a08a4","toad-in-the-hole","تود این د هول","international-core-150-v0.6.0","بریتانیا","","","main_course","7","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_intl_022_ac4d3143","tortilla-espanola","تورتیای اسپانیایی","international-core-150-v0.6.0","اسپانیا","","","egg_dish","5","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (5/5)"
"garnish_recipe_intl_031_7e902faf","tiramisu","تیرامیسو","international-core-150-v0.6.0","ایتالیا","","","dessert","7","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_global_143_074_7b07ce2a","vanilla-bean-gelato","جلاتوی وانیلی","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","frozen_dessert","6","6","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_global_143_116_d25d42e2","west-african-jollof-rice","جلوف رایس غرب آفریقا","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","main_course","13","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (7/7) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_fa_216_1bfdfe55","saffron-joojeh-kabab","جوجه کباب زعفرانی","phase-one-v0.6.1","ایران","","","grilled","11","6","16","YES","RULE_PASS","P2","2","P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (1/11) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_92_397baf20","jigar-kababi","جگر کبابی","phase-one-v0.6.1","ایران","","","grilled","6","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_1483_557ee839","saffron-halva","حلوا زعفرانی","phase-one-v0.6.1","ایران","","","dessert","8","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_lite_fa_008_c8ddf724","sesame-halva-on-bread","حلوا شکری روی نان","lite-food-v0.3","ایران","","","lite_food","3","3","0","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_global_143_061_6a6023a1","grilled-halloumi-lemon-herbs","حلومی گریل‌شده با لیمو و سبزی","global-143-v0.3","نامشخص در داده؛ بین‌المللی","","","cheese","5","4","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (4/4) | P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_fa_1290_f5fc285f","halim-bademjan","حلیم بادمجان","phase-one-v0.6.1","ایران","","","main","12","6","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_1238_296fbec3","halim-gandom","حلیم گندم","phase-one-v0.6.1","ایران","","","main","7","6","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_intl_043_fbe26aba","hummus","حمص","international-core-150-v0.6.0","لبنان/شام","","","appetizer","8","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5)"
"garnish_recipe_intl_109_997edbdb","khao-soi","خائو سوی","international-core-150-v0.6.0","تایلند","","","main_course","11","5","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5)"
"garnish_lite_fa_025_cff0018f","clotted-cream-and-date-on-bread","خامه و خرما روی نان","lite-food-v0.3","ایران","","","lite_food","3","3","0","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_lite_fa_009_2268aef8","cream-and-jam-on-bread","خامه و مربا روی نان","lite-food-v0.3","ایران","","","lite_food","3","3","0","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_1548_dc89130d","khagineh","خاگینه","phase-one-v0.6.1","ایران","","","dessert","9","5","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_lite_fa_039_f5062366","dates-stuffed-with-walnut","خرما با گردو","lite-food-v0.3","ایران","","","lite_food","2","3","0","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_lite_fa_051_25696db8","date-cheese-and-walnut-bite","خرما و پنیر و گردو (لقمه)","lite-food-v0.3","ایران","قم","قم","lite_food","3","3","0","YES","NOT_RULED","PASS","0",""
"garnish_lite_fa_021_da2f107f","dates-stuffed-with-cream-cheese","خرما پر شده با پنیر خامه‌ای","lite-food-v0.3","نامشخص در داده؛ بین‌المللی","","","lite_food","3","3","0","YES","NOT_RULED","P2","1","P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_fa_2014_249aa268","italian-pizza-dough","خمیر پیتزا ایتالیایی","phase-one-v0.6.1","ایتالیا","","","main","5","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (5/5)"
"garnish_recipe_fa_1077_1b3eec19","khorak-loobia-chiti","خوراک لوبیا چیتی","phase-one-v0.6.1","ایران","","","main","9","6","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_1342_ce4a8da3","saffron-chicken-stew","خوراک مرغ زعفرانی","phase-one-v0.6.1","ایران","","","main","13","5","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_1343_5bf8151c","chicken-and-mushroom","خوراک مرغ و قارچ","phase-one-v0.6.1","ایران","","","main","13","5","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_101_877a41d3","khoresh-aloo","خورش آلو","phase-one-v0.6.1","ایران","","","stew","10","5","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_intl_098_0fbf4374","irish-stew","خورش ایرلندی","international-core-150-v0.6.0","نامشخص در داده؛ بین‌المللی","","","main_course","9","5","16","YES","NOT_RULED","P2","1","P2:ORIGIN_WEAK:کشور/مبدا از داده به‌وضوح قابل استخراج نیست."
"garnish_recipe_fa_109_7c2e92a0","khoresh-ghooreh-bademjan","خورش غوره بادمجان","phase-one-v0.6.1","ایران","","","stew","9","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_global_143_094_ebb15b77","thai-massaman-chicken-curry","خورش ماسامان تایلندی با مرغ","global-143-v0.3","تایلند","","","curry","11","5","18","YES","RULE_PASS","PASS","0",""
"garnish_recipe_fa_190_49162ac2","khoresh-morgh-qeysi","خورش مرغ قیسی","phase-one-v0.6.1","ایران","","","stew","10","5","16","YES","NOT_RULED","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_107_5765c9eb","khoresht-chaghartameh","خورش چغرتمه","phase-one-v0.6.1","ایران","","","stew","11","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_108_441adb29","khoresh-kadoo","خورش کدو","phase-one-v0.6.1","ایران","","","stew","10","5","18","YES","NOT_RULED","P2","2","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5) | P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_1052_8bde566e","khoresh-aloo-esfenaj","خورشت آلو اسفناج","phase-one-v0.6.1","ایران","گیلان","","main","9","6","16","YES","NOT_RULED","PASS","0",""
"garnish_recipe_fa_102_1994bb32","anar-bij","خورشت اناربیج","phase-one-v0.6.1","ایران","گیلان","","stew","9","6","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_fa_1251_3f83f105","khoresh-bademjan","خورشت بادمجان","phase-one-v0.6.1","ایران","گیلان","","main","11","6","16","YES","NOT_RULED","PASS","0",""
"garnish_recipe_fa_1053_29566b67","khoresh-bamieh","خورشت بامیه","phase-one-v0.6.1","ایران","گیلان","","main","10","6","16","YES","NOT_RULED","PASS","0",""
"garnish_recipe_fa_100_ce2b0c24","khoresh-beh","خورشت به","phase-one-v0.6.1","ایران","گیلان","","stew","10","6","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (5/5)"
"garnish_recipe_fa_1059_32ca5280","khoresh-khalal","خورشت خلال","phase-one-v0.6.1","ایران","گیلان","","main","12","6","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
"garnish_recipe_fa_99_14f1018b","khoresh-rivas","خورشت ریواس","phase-one-v0.6.1","ایران","گیلان","","stew","9","6","16","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_INGREDIENTS:مواد GRIS نقش/نکته خرید/گروه کامل ندارند. (2/9)"
"garnish_recipe_fa_110_847e93ad","khoresh-sib","خورشت سیب","phase-one-v0.6.1","ایران","فارس","شیراز","stew","12","5","16","YES","NOT_RULED","PASS","0",""
"garnish_recipe_fa_228_09a631f3","fesenjan","خورشت فسنجان","phase-one-v0.6.1","ایران","","","stew","10","7","16","YES","RULE_PASS","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_224_c9d0355d","ghormeh-sabzi","خورشت قرمه‌سبزی","phase-one-v0.6.1","ایران","","","stew","10","7","16","YES","RULE_PASS","P3","1","P3:IRANIAN_LOCALITY_MISSING:غذای ایرانی است اما شهر/استان مشخص ندارد."
"garnish_recipe_fa_97_b033ed16","khoresh-loobia-sabz","خورشت لوبیا سبز","phase-one-v0.6.1","ایران","گیلان","","stew","10","6","18","YES","NOT_RULED","P2","1","P2:WEAK_GRIS_STEPS:بعضی مراحل GRIS کوتاه/کم‌جزئیات‌اند. (6/6)"
