path,status,owning_agent,finding_ids,acceptance_criteria,reason_required,classification,keep_or_revert,test_coverage,risk
"apps/server/src/recommendation/pipeline/recommendation-counters.service.spec.ts","M","Recommendation Consent Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Served-slate counters write zero rows unless both purposes are current","Added direct deny tests for each purpose and active control","TEST_REQUIRED","KEEP","Self: RecommendationCountersService suite","Low: test-only"
"apps/server/src/recommendation/pipeline/recommendation-counters.service.ts","M","Recommendation Consent Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","RecommendationServedItem counters are optional telemetry requiring analytics+personalization","Diff injects ConsentService and returns zero before createMany when either purpose is absent","BOUNDARY_REQUIRED","KEEP","recommendation-counters.service.spec.ts","High: counter writer is outside AnalyticsService"
"apps/server/src/recommendation/recommendation-requestid-capstone.spec.ts","M","Recommendation Consent Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Request-id attribution capstone uses explicit canonical consent dependencies","Harness adds consent/userConsent mocks required by gated pipeline","TEST_REQUIRED","KEEP","Self: recommendation requestId capstone","Low: compatibility fixture"
"apps/server/src/recommendation/recommendation.controller.spec.ts","M","Recommendation Consent Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Impression endpoint rejects malformed bodies and reports accepted/learned=false when gated writers suppress","Added DTO/honest-result tests for direct controller calls","TEST_REQUIRED","KEEP","Self; recommendation focused lane","Low: test-only"
"apps/server/src/recommendation/recommendation.controller.ts","M","Recommendation Consent Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Impression API uses bounded DTO and never claims learning when exposure/analytics writes are suppressed","Diff replaces untyped body, counts actual writes and returns honest suppression contract","BOUNDARY_REQUIRED","KEEP","recommendation.controller.spec.ts; track-impression.dto.ts","High: public-facing telemetry path can bypass useAnalytics"
"apps/server/src/recommendation/recommendation.module.ts","M","Recommendation Consent Gate Agent","GAR-LAUNCH-008","Recommendation services and shadow runtime share canonical ConsentService","Diff imports ConsentModule and binds SHADOW_CONSENT_PORT to canonical adapter","BOUNDARY_REQUIRED","KEEP","recommendation shadow adapter spec; server build","Medium: DI/plumbing across recommendation graph"
"apps/server/src/recommendation/runtime-shadow/recommendation-shadow-a8-adapters.ts","M","Recommendation Consent Gate Agent","GAR-LAUNCH-008","A8 shadow feed reads only personalization-provenance signal observations and canonical consent","Diff adds ConsentService adapter and event.consentPurpose filter to SignalObservation query","BOUNDARY_REQUIRED","KEEP","recommendation-shadow-a8-consent-adapter.spec.ts","High: diagnostics/shadow path could bypass public pipeline"
"apps/server/src/recommendation/runtime-shadow/recommendation-shadow-consent-plumbing.ts","M","Recommendation Consent Gate Agent","GAR-LAUNCH-008","Shadow purpose mapping must delegate latest/current-policy semantics rather than trust request assertions","Diff documents canonical UserConsent mapping and removes weaker persisted assumptions","BOUNDARY_REQUIRED","KEEP","recommendation-shadow-a8-consent-adapter.spec.ts","Medium: contract plumbing can silently diverge"
"apps/server/src/recommendation/runtime-shadow/recommendation-shadow-profile-feed.types.ts","M","Recommendation Consent Gate Agent","GAR-LAUNCH-008","Shadow profile port types explicitly describe canonical optional-purpose IO","Type comments/shape updated for canonical current-policy consent port","BOUNDARY_REQUIRED","KEEP","TypeScript build; shadow adapter spec","Low: type-contract clarification supports enforced adapter"
"apps/server/src/users/users-add-allergies.spec.ts","M","Allergy & Onboarding Agent","GAR-LAUNCH-005;GAR-LAUNCH-006","Invalid/all-free-text allergy replacement is rejected atomically and cannot erase known state","Diff changes allowlist expectation to fail before transaction/upsert","TEST_REQUIRED","KEEP","Self: UsersService allergy allowlist suite","Low: test-only"
"apps/server/src/users/users.controller.ts","M","Allergy & Onboarding Agent","GAR-LAUNCH-004;GAR-LAUNCH-006;GAR-LAUNCH-007;GAR-LAUNCH-008","Expose atomic onboarding and bounded consent commands while profile/legacy completion paths remain authenticated","Diff adds CompleteOnboardingDto/UpdateConsentDto routes and narrows profile responses","CORE_REQUIRED","KEEP","users-onboarding.spec.ts; users-consent.spec.ts; controller compile","Critical: HTTP contract determines whether clients can bypass atomic completion"
"apps/server/src/users/users.service.ts","M","Allergy & Onboarding Agent","GAR-LAUNCH-004;GAR-LAUNCH-005;GAR-LAUNCH-006;GAR-LAUNCH-007;GAR-LAUNCH-008","Atomic onboarding writes/read-back/completion; field-specific preferences; exact consent state; optional fields gated","Diff adds Serializable transaction+retry, binary allergy validation, current Terms/personalization proof, effective consent response and legacy completion derivation","CORE_REQUIRED","KEEP","users-onboarding.spec.ts; users-consent.spec.ts; users-preferences-consent.spec.ts; users-add-allergies.spec.ts","Critical: largest direct implementation; transaction and legacy compatibility require full-suite verification"
"apps/server/src/workflow/workflow-nodes.service.spec.ts","M","Consent & Analytics Agent","GAR-LAUNCH-007","Analytics-off content-gap workflow returns disabled output with zero UserEvent IO","Added explicit runtime-off direct-service test","TEST_REQUIRED","KEEP","Self: WorkflowNodesService safety behavior","Low: test-only"
"apps/server/src/workflow/workflow-nodes.service.ts","M","Consent & Analytics Agent","GAR-LAUNCH-007","Default-enabled workflow cannot count optional events while analytics processing is OFF","Diff checks runtime before contentGaps UserEvent count and filters active rows by analytics provenance","BOUNDARY_REQUIRED","KEEP","workflow-nodes.service.spec.ts; ops-intelligence.service.spec.ts","High: workflow cron can bypass API-level consent"
"apps/web/src/App.jsx","M","Consent & Analytics Agent","GAR-LAUNCH-007","RouteTracker must collect no navigation/click/dwell state before effective analytics consent and clear pending state on withdrawal","Diff gates every collection/send point with hasAnalyticsConsent and clears timers/state when inactive","CORE_REQUIRED","KEEP","App.route-tracker.test.jsx","High: pre-consent behavior could be replayed after opt-in"
"apps/web/src/app/onboarding/onboarding.smoke.test.jsx","M","Allergy & Onboarding Agent","GAR-LAUNCH-004;GAR-LAUNCH-005;GAR-LAUNCH-008","UI requires explicit binary allergy decision and separate optional personalization choice without severity controls","Smoke fixtures/assertions updated for allergyDecision, default-off personalization and no severity UI","TEST_REQUIRED","KEEP","Self: OnboardingPage smoke","Low: render-level contract"
"apps/web/src/app/onboarding/page.jsx","M","Allergy & Onboarding Agent","GAR-LAUNCH-004;GAR-LAUNCH-005;GAR-LAUNCH-008","Onboarding UI separates Terms from optional personalization and requires binary none/declared allergy answer","Diff removes severity controls, adds ConsentChoice components and conditionally defers optional questions","CORE_REQUIRED","KEEP","onboarding.smoke.test.jsx; useOnboarding.test.jsx","High: UI previously produced implicit grant and unsupported severity"
"apps/web/src/app/onboarding/useOnboarding.js","M","Allergy & Onboarding Agent","GAR-LAUNCH-004;GAR-LAUNCH-005;GAR-LAUNCH-008","Client submits one atomic critical payload, waits for exact read-back and sends optional signals only when processing is active","Diff replaces allSettled flow with POST /users/onboarding/complete, explicit allergyDecision/policy versions and gated optional hydration/writes","CORE_REQUIRED","KEEP","useOnboarding.test.jsx","Critical: client orchestration previously completed after failed safety writes"
"apps/web/src/app/onboarding/useOnboarding.test.jsx","M","Allergy & Onboarding Agent","GAR-LAUNCH-004;GAR-LAUNCH-005;GAR-LAUNCH-008","Prove 400/500/timeout/read-back mismatch keeps completion false; retry is idempotent; default-off sends zero optional writes","Large test expansion covers atomic payload, stale responses, hydration gating and explicit consent decisions","TEST_REQUIRED","KEEP","Self: useOnboarding auth submit suite","Low: principal frontend evidence"
"apps/web/src/app/privacy/page.jsx","M","Consent & Analytics Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Privacy copy must distinguish recorded choices from currently disabled processing and avoid anonymous claims","Diff replaces unconditional/anonymous wording with pending Privacy/Legal and runtime-off disclosure","CORE_REQUIRED","KEEP","web build; copy reviewed in browser gate","Medium: legal wording remains pending approval but false technical claims are removed"
"apps/web/src/app/recipe/[id]/page.jsx","M","Allergy & Onboarding Agent","GAR-LAUNCH-005","Recipe substitution UI must not state declared allergies are always filtered/safe","Single copy line changes absolute claim to informational filtering plus ingredient-check warning; no recipe/ingredient record, fixture, data, media, nutrition or schema changes","CORE_REQUIRED","KEEP","web build; template/reconciliation false-safety tests provide adjacent coverage","High: reverting restores false safety claim; only approved recipe-page exception"
"apps/web/src/app/settings/page.jsx","M","Allergy & Onboarding Agent","GAR-LAUNCH-006;GAR-LAUNCH-007;GAR-LAUNCH-008","Unknown allergy hydration locks destructive controls; consent toggles show recorded versus processing-active state","Diff disables switches/controls while unknown or busy and renders honest runtime-unavailable messaging","CORE_REQUIRED","KEEP","settings.smoke.test.jsx; useSettings.test.jsx","High: enabled controls on read error can erase allergy state"
"apps/web/src/app/settings/settings.smoke.test.jsx","M","Allergy & Onboarding Agent","GAR-LAUNCH-006;GAR-LAUNCH-007;GAR-LAUNCH-008","Settings render contract includes separate optional purpose switches and readiness states","Fixture adds consentStatus/busy fields and analytics switch assertion","TEST_REQUIRED","KEEP","Self: SettingsPage smoke","Low: render-level contract"
"apps/web/src/app/settings/useSettings.js","M","Allergy & Onboarding Agent","GAR-LAUNCH-006;GAR-LAUNCH-007;GAR-LAUNCH-008","Preferences read failure remains error/unknown; writes are field-specific/serialized; consent changes require exact server ACK","Diff adds independent query states, unknown-allergy lock, queued update function and canonical consent runtime mirror","CORE_REQUIRED","KEEP","useSettings.test.jsx; settings.smoke.test.jsx","Critical: old hook could replace allergies with an empty default"
"apps/web/src/context/AuthContext.jsx","M","Session & PWA Isolation Agent","GAR-LAUNCH-004;GAR-LAUNCH-007;GAR-LAUNCH-008;GAR-LAUNCH-009","Auth hydration is token-snapshot bound; account switch/logout clears private and analytics state; stale A responses cannot install into B","Diff captures Authorization for /me/consent/refresh, rejects stale completion and integrates central private-state cleanup","CORE_REQUIRED","KEEP","AuthContext.test.jsx; apiClient.test.js; private-session-cache.test.js","Critical: central cross-account race/isolation boundary"
"apps/web/src/context/AuthContext.test.jsx","M","Session & PWA Isolation Agent","GAR-LAUNCH-004;GAR-LAUNCH-007;GAR-LAUNCH-008;GAR-LAUNCH-009","Deferred A success/failure, logout, B login, 401 and consent hydration cannot restore stale state","Large test expansion exercises captured tokens, query caches and provider cleanup","TEST_REQUIRED","KEEP","Self: AuthContext launch auth entry suite","Low: principal session-race evidence"
"apps/web/src/hooks/useAnalytics.js","M","Consent & Analytics Agent","GAR-LAUNCH-007","Each event requires active local runtime plus fresh server current-policy/processing ACK; deny disables queued collection","Diff replaces token-only POST with canonical /users/consent revalidation and synchronous disable on stale/failed state","CORE_REQUIRED","KEEP","useAnalytics.test.jsx","Critical: this was the reproduced first-party ingest bypass"
"apps/web/src/hooks/useImpressionObserver.js","M","Coordinator","GAR-LAUNCH-007","Withdrawal reacts without reload: timers/batches cancel, observer disconnects and send-time gate drops queued impressions","Diff subscribes to analytics runtime event and rechecks hasAnalyticsConsent before batching/sending","CORE_REQUIRED","KEEP","useImpressionObserver.test.jsx","High: impression path is outside useAnalytics and was final unverified patch"
"apps/web/src/hooks/useImpressionObserver.test.jsx","M","Coordinator","GAR-LAUNCH-007","Prove reactive withdrawal cancels dwell/pending batches and re-consent resumes only future impressions","Added runtime-event harness and no-request-after-withdrawal assertions","TEST_REQUIRED","KEEP","Self: useImpressionObserver reactive analytics withdrawal","Medium: must be rerun after final patch"
"apps/web/src/lib/analytics-init.js","M","Consent & Analytics Agent","GAR-LAUNCH-007;GAR-LAUNCH-009","Persisted grant is never trusted at boot; withdrawal resets identity/session and removes all legacy PostHog storage/cookies","Diff adds in-memory runtime mirror/event, provider reset and broad ph_*_posthog/ph_conv cleanup","CORE_REQUIRED","KEEP","analytics-init.test.js; AuthContext.test.jsx","High: stale provider identity can cross accounts even with ingest disabled"
"apps/web/src/lib/apiClient.js","M","Session & PWA Isolation Agent","GAR-LAUNCH-009","Private responses/401 handling are bound to request token; delayed A response cannot affect active B","Diff stores garnishAuthToken snapshot, clears private state on current-session invalidation and rejects stale successful responses","CORE_REQUIRED","KEEP","apiClient.test.js","Critical: network races can rehydrate cross-account data"
"apps/web/src/lib/recommendationAttribution.js","M","Consent & Analytics Agent","GAR-LAUNCH-007","Recommendation attribution storage is absent before consent and cleared on withdrawal","Diff gates remember/recall map with hasAnalyticsConsent","CORE_REQUIRED","KEEP","recommendationAttribution.test.js","Medium: client-side behavior identifier could survive opt-out"
"apps/web/src/main.jsx","M","Session & PWA Isolation Agent","GAR-LAUNCH-007;GAR-LAUNCH-009","Legacy private caches and analytics identity are purged before React issues private queries; worker upgrades repurge","Diff awaits purgeLegacyPrivateCaches before mount and installs controllerchange/ready guard","CORE_REQUIRED","KEEP","private-session-cache.test.js; pwa-cache-config.test.js; preview browser gate pending","Critical: boot ordering determines stale-cache exposure"
"apps/web/vite.config.js","M","Session & PWA Isolation Agent","GAR-LAUNCH-009","Generated service worker caches only explicit public immutable assets and executes worker-side legacy private-cache cleanup","Diff removes /api runtime cache, names public allowlist and imports sw-private-cache-cleanup.js","CORE_REQUIRED","KEEP","pwa-cache-config.test.js; web production build","Critical: original api-cache was the shared cross-account exposure"
"docs/qa/behavior/profile_l4_05_declared_qa_results.json","M","Scope & Diff Auditor","GAR-LAUNCH-005","Tests must leave no generated tracked QA artifact in the P0-A diff","Only generated timestamp/result byte changed during test execution; it is evidence noise and explicitly excluded by stabilization gate","GENERATED_REVERT","REVERT","git diff confirms 1-line generated change; final clean validation checks no tracked test output","Medium: committing it pollutes scope and violates hard exclusion"
"apps/server/src/analytics/analytics.controller.spec.ts","??","Consent & Analytics Agent","GAR-LAUNCH-007","Reject unknown/server-only event types and oversized routing metadata at authenticated HTTP DTO","New spec directly validates TrackEventDto with whitelist/forbid-non-whitelisted settings","TEST_REQUIRED","KEEP","Self: TrackEventDto public ingest boundary","Low: test-only"
"apps/server/src/analytics/event-enrichment.service.spec.ts","??","Backend Consent Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","No enrichment of analytics/null provenance; withdrawal before write suppresses update","New direct-service spec covers provenance and consent race with positive current-grant control","TEST_REQUIRED","KEEP","Self: EventEnrichmentService boundary","Low: test-only"
"apps/server/src/behavior-engine/behavior-engine.consent-boundary.spec.ts","??","Backend Consent Boundary Agent","GAR-LAUNCH-008","Direct caller deny/read-error/runtime OFF produces zero behavior reads/profile writes","New test targets BehaviorEngineService mutation boundary rather than only controller flow","TEST_REQUIRED","KEEP","Self: BehaviorEngineService personalization boundary","Low: test-only"
"apps/server/src/behavior-engine/signals/signal-detector.service.spec.ts","??","Recommendation Consent Gate Agent","GAR-LAUNCH-008","Withdrawal/read-error skips per-user behavior work; grant reads only personalization-provenance events","New spec asserts zero IO and active provenance predicate","TEST_REQUIRED","KEEP","Self: SignalDetectorService consent boundary","Low: test-only"
"apps/server/src/behavior-engine/snapshots/snapshot-builder.service.spec.ts","??","Recommendation Consent Gate Agent","GAR-LAUNCH-008","Snapshot excludes analytics-only/legacy events and retains only personalization rows","New spec filters mixed in-memory rows using the emitted Prisma where clause","TEST_REQUIRED","KEEP","Self: SnapshotBuilderService event-purpose provenance","Low: test-only"
"apps/server/src/common/interceptors/private-cache-control.interceptor.spec.ts","??","Session & PWA Isolation Agent","GAR-LAUNCH-009","Authenticated/Authorization-bearing responses are private no-store and anonymous public responses are untouched","New interceptor tests cache-control, Vary preservation and response finalization","TEST_REQUIRED","KEEP","Self: PrivateCacheControlInterceptor suite","Low: test-only"
"apps/server/src/common/interceptors/private-cache-control.interceptor.ts","??","Session & PWA Isolation Agent","GAR-LAUNCH-009","Credential-bearing and authenticated API responses cannot enter browser/shared caches","New global interceptor sets private, no-store, max-age=0 and preserves Authorization variance","CORE_REQUIRED","KEEP","private-cache-control.interceptor.spec.ts; app.module.ts registration","Critical: server header is defense-in-depth beyond Workbox config"
"apps/server/src/consent/consent.constants.ts","??","Consent & Analytics Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Backend policy versions/purposes/runtime switches have one default-off source","New constants define Terms/privacy versions, optional purposes and exact ===true runtime activation","CORE_REQUIRED","KEEP","consent.service.spec.ts; users-consent.spec.ts","Critical: inconsistent flags could silently enable processing"
"apps/server/src/meal-plans/meal-plans.smart-plan-consent.spec.ts","??","Personalization Data-Minimization Agent","GAR-LAUNCH-008","Runtime OFF/deny selects no budget and active grant can apply it while safety remains","New direct smart-plan tests inspect Prisma select/filter behavior","TEST_REQUIRED","KEEP","Self: generateSmartPlan budget consent boundary","Low: test-only"
"apps/server/src/notifications/notifications.smart-suggestion-consent.spec.ts","??","Personalization Data-Minimization Agent","GAR-LAUNCH-008","Runtime OFF/deny/error returns null before all suggestion DB IO","New spec verifies zero profile/meal/favorite/notification calls plus active control","TEST_REQUIRED","KEEP","Self: generateSmartSuggestion consent gate","Low: test-only"
"apps/server/src/outcomes/outcomes.consent-gate.spec.ts","??","Outcomes Consent Gate Agent","GAR-LAUNCH-008","All three weekly outcome services stop before meal/shopping/outcome IO on deny/error","New shared harness tests adherence, behavior and health jobs with active control","TEST_REQUIRED","KEEP","Self: weekly outcome gates 3/3","Low: test-only"
"apps/server/src/recommendation/dto/track-impression.dto.ts","??","Recommendation Consent Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Impression body has bounded recipe/source/request/viewport fields and rejects undeclared testMode","New class-validator DTO replaces untyped controller body","BOUNDARY_REQUIRED","KEEP","recommendation.controller.spec.ts","High: untyped telemetry endpoint allowed payload injection"
"apps/server/src/recommendation/runtime-shadow/recommendation-shadow-a8-consent-adapter.spec.ts","??","Recommendation Consent Gate Agent","GAR-LAUNCH-008","Shadow adapter obeys runtime/current-policy latest decision and cannot use legacy grants","New adapter spec instantiates real ConsentService with runtime fixtures","TEST_REQUIRED","KEEP","Self: canonical recommendation shadow consent adapter","Low: test-only"
"apps/server/src/users/dto/complete-onboarding.dto.ts","??","Allergy & Onboarding Agent","GAR-LAUNCH-004;GAR-LAUNCH-005;GAR-LAUNCH-008","Atomic command requires binary allergy decision, bounded allergen array, Terms and explicit personalization decision","New DTO excludes optional taste signals and validates policy versions/decision consistency","CORE_REQUIRED","KEEP","users-onboarding.spec.ts; controller compile","Critical: malformed payload must fail before transaction"
"apps/server/src/users/dto/update-consent.dto.ts","??","Consent & Analytics Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Settings may change only optional analytics/personalization purposes with explicit boolean and policy version","New DTO prevents core/terms mutation through generic consent endpoint","CORE_REQUIRED","KEEP","users-consent.spec.ts","High: forged purpose could alter required/legal records"
"apps/server/src/users/users-consent.spec.ts","??","Consent & Analytics Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Stale/legacy grants inactive; exact ACK; withdrawal and malformed purposes fail closed","New UsersService tests canonical consent read/write surface","TEST_REQUIRED","KEEP","Self: UsersService canonical consent boundary","Low: test-only"
"apps/server/src/users/users-onboarding.spec.ts","??","Allergy & Onboarding Agent","GAR-LAUNCH-004;GAR-LAUNCH-005;GAR-LAUNCH-008","Every critical failure rolls back completion; read-back exact; retry idempotent; no implicit grant","New transaction harness injects failure at preference/allergy/Terms/personalization and P2034 retry","TEST_REQUIRED","KEEP","Self: UsersService atomic onboarding suite","Low: principal backend evidence"
"apps/server/src/users/users-preferences-consent.spec.ts","??","Allergy & Onboarding Agent","GAR-LAUNCH-006;GAR-LAUNCH-008","Core fields remain available; cuisine/budget/healthGoals cause zero IO without personalization","New direct updatePreferences test asserts field-specific optional boundary","TEST_REQUIRED","KEEP","Self: UsersService preferences optional-purpose boundary","Low: test-only"
"apps/web/public/sw-private-cache-cleanup.js","??","Session & PWA Isolation Agent","GAR-LAUNCH-009","New worker activation deletes legacy api-cache/asset-cache before claiming/reloading old clients","New public executable worker asset runs in service-worker context even when old tabs never load new page JS; it is not media/raw","CORE_REQUIRED","KEEP","pwa-cache-config.test.js; production preview upgrade test pending","Critical: page-only cleanup misses already-open legacy clients"
"apps/web/src/App.route-tracker.test.jsx","??","Consent & Analytics Agent","GAR-LAUNCH-007","No click/navigation state before consent; activation collects only future behavior","New component test toggles runtime and inspects tracking calls","TEST_REQUIRED","KEEP","Self: RouteTracker consent tests","Low: test-only"
"apps/web/src/app/settings/useSettings.test.jsx","??","Allergy & Onboarding Agent","GAR-LAUNCH-006;GAR-LAUNCH-007;GAR-LAUNCH-008","Preferences failure stays unknown/locked; diet write omits allergies; consent ACK/runtime behavior is exact","New hook tests inspect field-specific requests and destructive-control blocking","TEST_REQUIRED","KEEP","Self: useSettings integrity tests","Low: principal settings regression evidence"
"apps/web/src/hooks/useAnalytics.test.jsx","??","Consent & Analytics Agent","GAR-LAUNCH-007","No session/network without runtime consent; token loss/stale server consent disables before send","New hook tests canonical revalidation and POST gating","TEST_REQUIRED","KEEP","Self: useAnalytics consent suite","Low: test-only"
"apps/web/src/lib/analytics-init.test.js","??","Consent & Analytics Agent","GAR-LAUNCH-007;GAR-LAUNCH-009","Boot ignores persisted grant; withdrawal synchronously clears session/provider/PostHog persistence across domains","New unit tests cover rotated keys, cookies and runtime event behavior","TEST_REQUIRED","KEEP","Self: analytics-init suite","Low: test-only"
"apps/web/src/lib/apiClient.test.js","??","Session & PWA Isolation Agent","GAR-LAUNCH-009","Current-session 401 purges/reset; delayed A 401 or success cannot disturb/install into B","New axios interceptor tests request token snapshots and cleanup contract","TEST_REQUIRED","KEEP","Self: apiClient isolation suite","Low: test-only"
"apps/web/src/lib/consent-policy.js","??","Consent & Analytics Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Frontend uses the same Terms/privacy versions and personalization UI remains default-hidden until explicitly enabled","New shared constants prevent stale grant acceptance across onboarding/settings/auth","CORE_REQUIRED","KEEP","useOnboarding.test.jsx; useSettings.test.jsx; AuthContext.test.jsx","High: policy drift can reactivate stale consent"
"apps/web/src/lib/private-session-cache.js","??","Session & PWA Isolation Agent","GAR-LAUNCH-009","One cleanup contract clears every QueryClient, account storage and legacy private Cache Storage on boot/logout/401/switch","New helper centralizes cache-family matching, registered clients and full login reset","CORE_REQUIRED","KEEP","private-session-cache.test.js; AuthContext.test.jsx; apiClient.test.js","Critical: fragmented cleanup creates cross-account gaps"
"apps/web/src/lib/private-session-cache.test.js","??","Session & PWA Isolation Agent","GAR-LAUNCH-009","Cleanup removes private caches/query state while preserving explicit public asset caches","New tests cover registered clients, legacy name patterns and storage","TEST_REQUIRED","KEEP","Self: private session cache isolation","Low: test-only"
"apps/web/src/lib/pwa-cache-config.test.js","??","Session & PWA Isolation Agent","GAR-LAUNCH-009","Vite config has no /api runtime cache, only public allowlist, and imports worker migration cleanup","New source-level PWA contract tests inspect config and worker script","TEST_REQUIRED","KEEP","Self: PWA cache contract; built preview still required","Medium: source test cannot replace runtime upgrade QA"
"apps/web/src/lib/recommendationAttribution.test.js","??","Consent & Analytics Agent","GAR-LAUNCH-007","Attribution stores nothing before opt-in and withdrawal clears existing map","New unit tests toggle runtime consent and inspect storage","TEST_REQUIRED","KEEP","Self: recommendation attribution consent tests","Low: test-only"
"docs/qa/release/p0-a/00_scope_and_audit_delta.md","??","Coordinator","P0-A-EVIDENCE","Record base hash, finding ownership, exclusions and every approved narrow coupling before edit","Report contains audited hash equality, file ownership and coupling ledger including stabilization freeze","REPORT_REQUIRED","KEEP","Evidence artifact; cross-checked against snapshot/base","Low: required review trace"
"docs/qa/release/p0-a/01_reproduction_report.md","??","Coordinator","P0-A-EVIDENCE","Document pre-edit reproduction for GAR-LAUNCH-004..009","Report records exact failure sequences and baseline test limitations","REPORT_REQUIRED","KEEP","Evidence artifact; backed by agents/01..03","Low: required audit trail"
"docs/qa/release/p0-a/02_architecture_decision.md","??","Coordinator","P0-A-EVIDENCE","Document chosen atomic onboarding, purpose matrix, session isolation, compatibility and rollback","ADR explains transaction/read-back, optional-signal split and no-migration decision","REPORT_REQUIRED","KEEP","Evidence artifact; implementation mapped in this matrix","Low: required architecture trace"
"docs/qa/release/p0-a/agents/01_allergy_onboarding_reproduction.md","??","Allergy & Onboarding Agent","GAR-LAUNCH-004;GAR-LAUNCH-005;GAR-LAUNCH-006","Independent pre-edit reproduction of critical writes, fake severity and settings overwrite","Lane report includes source lines, sequences and baseline tests","REPORT_REQUIRED","KEEP","Evidence artifact for 01_reproduction_report.md","Low: required lane evidence"
"docs/qa/release/p0-a/agents/02_consent_analytics_reproduction.md","??","Consent & Analytics Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Independent pre-edit reproduction of ingest bypass and bundled grant","Lane report records client/server mismatch and implicit consent","REPORT_REQUIRED","KEEP","Evidence artifact for 01_reproduction_report.md","Low: required lane evidence"
"docs/qa/release/p0-a/agents/03_session_pwa_reproduction.md","??","Session & PWA Isolation Agent","GAR-LAUNCH-009","Document source and built-worker reproduction of authenticated api-cache plus missing logout cleanup","Lane report inspects Workbox output and cache topology without claiming browser proof","REPORT_REQUIRED","KEEP","Evidence artifact; runtime two-account evidence pending","Low: required lane evidence"
"docs/qa/release/p0-a/agents/04_allergy_onboarding_implementation.md","??","Allergy & Onboarding Agent","GAR-LAUNCH-004;GAR-LAUNCH-005;GAR-LAUNCH-006","Record atomic onboarding/settings implementation and focused evidence","Lane handoff lists changed files, tests and residual risks","REPORT_REQUIRED","KEEP","Evidence artifact; focused allergy/onboarding tests","Low: required lane handoff"
"docs/qa/release/p0-a/agents/05_consent_analytics_implementation.md","??","Consent & Analytics Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Record purpose/runtime/ingest implementation and focused evidence","Lane handoff documents server+web gates and legal boundary","REPORT_REQUIRED","KEEP","Evidence artifact; consent/analytics focused tests","Low: required lane handoff"
"docs/qa/release/p0-a/agents/06_session_pwa_implementation.md","??","Session & PWA Isolation Agent","GAR-LAUNCH-009","Record Workbox/no-store/logout/session changes and limits","Lane handoff distinguishes focused evidence from missing browser two-account gate","REPORT_REQUIRED","KEEP","Evidence artifact; session/PWA focused tests","Low: required lane handoff"
"docs/qa/release/p0-a/agents/07_backend_consent_boundaries.md","??","Backend Consent Boundary Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Inventory direct backend optional-processing gates beyond initial controllers","Report explains behavior/profile/outbox/AI/briefing/gamification boundaries","REPORT_REQUIRED","KEEP","Evidence artifact; backend focused tests","Low: required coupling evidence"
"docs/qa/release/p0-a/agents/08_personalization_direct_gates.md","??","Backend Consent Boundary Agent","GAR-LAUNCH-008","Record direct-call personalization denial behavior and safety separation","Report covers direct service gates and zero-IO assertions","REPORT_REQUIRED","KEEP","Evidence artifact; direct personalization tests 48/48","Low: required lane handoff"
"docs/qa/release/p0-a/agents/09_recommendation_consent_gates.md","??","Recommendation Consent Gate Agent","GAR-LAUNCH-007;GAR-LAUNCH-008","Record recommendation purpose matrix, fallback and provenance rules","Report maps each source/writer to purpose and cites 116 focused tests","REPORT_REQUIRED","KEEP","Evidence artifact; recommendation lane 116/116","Low: required lane handoff"
"docs/qa/release/p0-a/agents/10_outcomes_consent_gates.md","??","Outcomes Consent Gate Agent","GAR-LAUNCH-008","Record weekly outcome zero-IO denial behavior","Report covers three jobs, focused 3/3 and residual races","REPORT_REQUIRED","KEEP","Evidence artifact; outcomes.consent-gate.spec.ts","Low: required lane handoff"
"docs/qa/release/p0-a/agents/11_personalization_data_minimization.md","??","Personalization Data-Minimization Agent","GAR-LAUNCH-008","Record notification, smart-plan budget and AI snapshot minimization","Report separates core diet/skill/safety from optional budget/profile IO","REPORT_REQUIRED","KEEP","Evidence artifact; focused lane 18/18","Low: required lane handoff"
"docs/qa/release/p0-a/04_pre_stabilization_snapshot.md","??","Coordinator","P0-A-EVIDENCE","Record readable external snapshot paths, identities and SHA256 before stabilization edits","Post-snapshot report records 117 tracked changes, 43 included untracked files, 35 excluded launch files and verified component hashes","REPORT_REQUIRED","KEEP","Cross-checked with external metadata/component-sha256 and readable archives","Low: required recovery evidence; snapshot itself stays outside repo"
