severity,phrase,allowlistStatus,reason
"MEDIUM","لقمه روی میز تمیز نمی‌ماند","ALLOWLISTED","Repeated across Meze draft/hidden QA recipes only; harmless until publication review."
"MEDIUM","حرارت را تدریجی نگه دارید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","تازه آسیاب‌شده بهتر است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","بی‌دخالت: حدود ۲۰ دقیقه","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","سرو فوری در بهترین دما","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","مقدار: 2 قاشق غذاخوری","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","کار با یخ و لیوان سرد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","کنترل رطوبت بخش پایه","ALLOWLISTED","Repeated across Meze draft/hidden QA recipes only; harmless until publication review."
"MEDIUM","سرو تمیز روی میز مزه","ALLOWLISTED","Repeated across Meze draft/hidden QA recipes only; harmless until publication review."
"MEDIUM","از نظر کیفی، سهم اصلی سیری و انرژی از مواد پایهٔ همین غذا و روش پخت آن می‌آید، بدون ادعای درمانی یا رژیمی","ALLOWLISTED","Standardized safety/nutrition disclaimer; allowed because it prevents medical or fabricated nutrition claims."
"MEDIUM","نکته خرید: تازه، هم‌اندازه و با بوی طبیعی انتخاب کنید؛ چربی متعادل به آبداری کمک می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","اطلاعات عددی تغذیه‌ای برای این دستور موجود نیست؛ بنابراین عددی ساخته نمی‌شود","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","این توضیح فقط برای شناخت کلی ترکیب غذاست و جای توصیهٔ تخصصی تغذیه‌ای نیست","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: نوع خوش‌بو و تازه بگیرید؛ کهنگی عطر را کم و مزه را خاکی می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","ریحان یا پونه فقط سبک نوشیدنی را عوض می‌کند؛ جایگزین کامل نیست","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نمک دریا با دانه ریز ممکن است؛ مقدار را با شوری آن تنظیم کنید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: حبهٔ سفت، سفید و بدون جوانه انتخاب کنید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: سفت، تازه و بدون لکه یا پژمردگی بخرید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","ing_ground_beef_raw→ing_lentils_dry","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","پیاز سفید، با شیرینی و رنگ ملایم‌تر","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","برگ روشن، سالم و بدون لکه سیاه بگیر","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","در ظرفِ دربسته در یخچال ۳ تا ۴ روز","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","زمان این مرحله حدود 8 دقیقه است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","ing_potato_raw→ing_carrot_raw","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","فلفل سفید مزه متفاوت می‌دهد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","گوشت چرخ‌کرده گاو خام","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نگینی یا نازک خردشده","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","برای این دستور عدد کالری قابل نمایش در دادهٔ فعلی وجود ندارد؛ از نظر کیفی، انرژی غذا بیشتر از ترکیب نشاسته/چربی/شیرینی یا پروتئین اصلی آن می‌آید و بهتر است در اندازهٔ سرو کنترل‌شده مصرف شود","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","این عدد برای نمایش عمومی است و با اندازهٔ سهم و تغییر مقدار روغن، سس یا همراه غذا تغییر می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: حبه‌های سفت و بدون جوانه انتخاب کنید؛ جوانه سبز تلخی خام دارد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","در ظرفِ دربسته در یخچال (≤۴ درجه) تا ۳ تا ۴ روز","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","یخچال: تا ۳ روز در یخچال در ظرف دربسته می‌ماند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: سیر سفت و بدون جوانه سبز بخرید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","لیمو سنگین، پوست نازک و خوش‌بو انتخاب کن","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","شالوت یا تره‌فرنگی (هم‌نقشِ پایهٔ معطر)","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","ing_lamb_meat_raw→ing_veal_meat_raw","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","جایگزین واقعی برای این ساختار ندارد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","یخ شفاف و بدون بوی فریزر استفاده کن","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","جایگزین واقعی در این دستور ندارد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","زمان این مرحله حدود 12 دقیقه است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","فلفل تازه‌آسیاب عطر بیشتری دارد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","زمان این مرحله حدود 5 دقیقه است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","رنده‌شده یا ریز خردشده","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","واقعی: نمک دریایی ریز","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","⏲ آماده‌سازی زودهنگام: پایه خشک یا مواد را از قبل آماده کن؛ خود نوشیدنی گرم بهتر است همان لحظه ساخته شود","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","نکته خرید: پیاز سفت، سنگین و بدون جوانه انتخاب کنید؛ پیاز جوانه‌زده تندی نامطلوب می‌دهد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","گرم‌کردن: گرم‌کردن دوباره فقط با حرارت ملایم ممکن است، اما کیفیت فنجان تازه را ندارد","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","پیاز سفید یا زرد بسته به غذا نزدیک است؛ حذف آن عمق سس یا مایه را کم می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: تازه و خوش‌بو انتخاب کنید و به تاریخ مصرف و بافت سالم دقت کنید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","یخچال: ماندن نوشیدنی آماده در یخچال پیشنهاد نمی‌شود؛ عطر و کف افت می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نمک دریا با دانه ریز قابل استفاده است؛ مقدار را با شوری آن هماهنگ کنید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","شکر قهوه‌ای عطر ملاس می‌دهد و در همهٔ این دستورها جایگزین بی‌اثر نیست","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: تکه‌های تازه و هم‌اندازه انتخاب کنید تا پخت یکنواخت بماند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: نمک یکنواخت و خشک استفاده کنید تا مقداردهی دقیق‌تر باشد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: کره تازه و بی‌بو بخرید؛ کره شور کنترل نمک را سخت می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: برگ سبز و شاداب بخرید؛ ساقه زرد یا لزج عطر بد می‌دهد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: کره بی‌نمک بگیرید تا شوری دستور از کنترل خارج نشود","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","جعفری فقط تازگی می‌دهد، اما عطر گشنیز را کامل جایگزین نمی‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: دانه‌ریز و خشک انتخاب کنید تا در مایه سریع حل شود","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","پودر سیر فقط در اضطرار؛ عطر تازه و رطوبت سیر خام را ندارد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","ساختاردهنده؛ با گلوتن/نشاسته قوام یا پوسته می‌سازد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: نمک یکنواخت و بدون رطوبت استفاده کنید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","پودر سیر عطر تازه و رطوبت سیر خام را کامل ندارد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: کره تازه و بی‌بوی یخچال انتخاب کنید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","آروماتیک پایه؛ شیرینی و عطر اولیه را می‌سازد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: دارچین تازه و خوش‌بو انتخاب کنید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","فلفل سفید تیزتر است و مزه را کمی عوض می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: حبه‌های سفت و بدون جوانه بگیرید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","برای این نقش جایگزین دقیق و بی‌ریسک ندارد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","مارگارین عطر و رفتار کره‌ای یکسانی ندارد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: نمک دانه‌ریز بهتر پخش می‌شود","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","بی‌دخالت: حدود ۲۰ دقیقه کار فعال","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","روغن خنثی مشابه قابل استفاده است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","پودر سیر عطر تازه را کامل ندارد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","زمان این مرحله حدود 3 دقیقه است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","زمان این مرحله حدود 4 دقیقه است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","از شب قبل خیسانده و آبکش‌شده","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","زمان راهنما: حدود 8 دقیقه","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","75 قاشق چای‌خوری (ضروری)","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","روغن خنثی مناسب سرخ‌کردن","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","خلالی یا نگینی خردشده","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","مقدار: ۲ قاشق غذاخوری","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","نعناع با فشار کوتاه روغن‌های معطرش را پس می‌دهد؛ له‌کردن طولانی کلروفیل و تلخی را وارد نوشیدنی می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: روغن تازه و مناسب حرارت انتخاب کنید؛ روغن مانده طعم سوخته می‌دهد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","شکر قهوه‌ای عطر و رطوبت متفاوت می‌دهد و جایگزین مستقیم همه این دستورها نیست","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","زمان کافی عطر را آزاد می‌کند، اما ماندن بیش از حد تانن را جلو می‌اندازد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","شکر قهوه‌ای عطر و رطوبت متفاوت می‌دهد و جایگزین مستقیم همه دستورها نیست","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","شالوت برای مقدار کم مناسب است، اما در غذاهای دیگی گران و کم‌حجم می‌شود","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","پیاز سفید یا زرد بسته به غذا نزدیک است؛ حذف آن بافت و عطر را کم می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","آرد همه‌منظوره نزدیک‌ترین گزینه است؛ آرد سبوس‌دار بافت را سنگین می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: تخم‌مرغ تازه و هم‌دما با محیط برای دسرها بهتر مخلوط می‌شود","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: پیاز زرد سفت و سالم بخرید؛ پیاز آبکی دیر طلایی می‌شود","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","جایگزین واقعی یکسان ندارد؛ حذف آن بافت را به‌وضوح تغییر می‌دهد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","آب لیمو شکر را از حالت سنگین خارج می‌کند و عطری روشن می‌سازد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","برگ چای، ماته یا پودر ماچا با آب خیلی داغ تلخی تند می‌دهد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","واقعی: جایگزین مستقیم ندارد؛ حذف آن ساختار را عوض می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","جایگزین دقیق ندارد؛ گوجهٔ تازه قوام و رنگ مشابه نمی‌دهد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","گرم‌کردن یا سرو دوباره: گرم‌کردن ندارد؛ سرد سرو می‌شود","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","پودر سیر عطر تازه و بافت نرم‌شدهٔ بوته سیر را نمی‌دهد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","شکر قهوه‌ای عطر ملاس می‌دهد و رنگ را تیره‌تر می‌کند","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","ادویه هم‌خانواده فقط نقش عطری دارد، نه جایگزین دقیق","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: آرد تازه و بدون بوی ماندگی استفاده کنید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: شکر خشک و دانه‌ریز بخرید تا سریع حل شود","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","چای یا پودر تازه، خوش‌بو و بدون رطوبت انتخاب کن","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","ادویه تازه و خوش‌بو بگیر؛ پودر کهنه کم‌اثر است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: شکر خشک و ریزدانه سریع‌تر حل می‌شود","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","در ظرفِ دربسته در یخچال (≤۴ درجه) ۳ تا ۴ روز","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: شکر خشک و دانه‌ریز بهتر حل می‌شود","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نشانهٔ درست، ترشی تمیز بدون سوزش تند است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نشانهٔ درست، رنگ واضح بدون مزه سوخته است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","زمان دم‌آوری، عطر را از تانن جدا می‌کند:","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نشانهٔ درست، عطر مشخص بدون خشکی دهان است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","پیاز سفید با شیرینی کمتر و رنگ ملایم‌تر","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: فلفل سفت و براق انتخاب کنید","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","گوشت گوساله خورشتی، با زمان پخت بیشتر","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","ing_chicken_breast_raw→ing_tofu_firm","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نشانهٔ درست، برگ سالم و بوی خنک است","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","در ظرف دربسته در یخچال ۳ تا ۴ روز","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","برگ سبز، عطر آزاد می‌کند نه رنگ:","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","ملایم‌تر و کمی شیرین‌تر؛ هم‌نقش","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","اسید لیمو شیرینی را تیز می‌کند:","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","دمای آب، تلخی را کنترل می‌کند:","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","حدود ۱ قاشق چای‌خوری، به‌مزه","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","هر روغن خنثی مناسب سرخ‌کردن","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نصف قاشق چای‌خوری (به‌مزه)","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","واقعی: جایگزین کامل ندارد","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","زمان راهنما: حدود 4 دقیقه","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","زمان راهنما: حدود 2 دقیقه","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","مقدار: ۰٫۵ قاشق چای‌خوری","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","1 قاشق غذاخوری (اختیاری)","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","بی‌دخالت: حدود ۱۵ دقیقه","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","بی‌دخالت: حدود ۳۰ دقیقه","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","گوشت چرخ‌کردهٔ بوقلمون","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","آب لیموی خوش‌بو بگیرید","ALLOWLISTED","Repeated across Meze draft/hidden QA recipes only; harmless until publication review."
"MEDIUM","مقدار: ۱ قاشق غذاخوری","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","مقدار: ۳ قاشق غذاخوری","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","مقدار: 3 قاشق غذاخوری","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","گوشت چرخ‌کرده خوک خام","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","دم‌کنی یا حولهٔ تمیز","ALLOWLISTED","Harmless repeated product/technique copy; documented in allowlist."
"MEDIUM","نکته خرید: مرغ تازه، بی‌بو و با بافت سفت انتخاب کنید؛ برای تریاکی پوست سالم و خشک مهم است","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","سینه مرغ فقط در بعضی نسخه‌ها ممکن است، اما در پخت آرام یا سرخ‌کردن پوستی خشک‌تر می‌شود","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: نوع سالم و متناسب با همین دستور بگیرید؛ جایگزین نامناسب بافت را عوض می‌کند","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","وقتی میوه یا شیر سرد باشد، مخلوط‌کن کمتر کف می‌سازد و نوشیدنی دیرتر آب می‌اندازد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: محصول تازه و خوش‌بو انتخاب کنید؛ بوی ترش یا کهنگی مزه را خراب می‌کند","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: آرد تازه و بدون بوی ماندگی بخرید؛ برای دسرها الک‌کردن کمک می‌کند","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","چرخش طولانی هوا را وارد نوشیدنی می‌کند و عطر میوه یا مغز را کم‌رنگ می‌سازد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: نوع خوش‌بو و باکیفیت بگیرید؛ طعم آن در این دستور پنهان نمی‌شود","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","آرد همه‌منظوره نزدیک‌ترین جایگزین است؛ آرد سبوس‌دار بافت را سنگین می‌کند","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","روغن خنثی در برخی خمیرها ممکن است، اما عطر و بافت کره‌ای کامل نمی‌دهد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: آرد تازه و بدون بوی ماندگی بخرید و برای دسرها الک کنید","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","آرد نان گلوتن بیشتری دارد و برای این دسرها بافت را سفت‌تر می‌کند","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: نمک ریز و تمیز انتخاب کنید تا روی سطح یکنواخت بنشیند","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: شکر دانه‌ریز خشک و یکنواخت بهتر در مایه پخش می‌شود","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","سبزی‌های معطر را له نکن؛ تلخی و تیرگی از همین‌جا شروع می‌شود","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","مخلوط‌کن را طولانی روشن نگذار؛ هوا و گرما بافت را شل می‌کند","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","روغن آفتابگردانِ مناسب سرخ‌کردن نزدیک‌ترین جایگزین است","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: ران مرغ تازه با بوی سالم و سطح غیرلزج بخرید","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","حذف، اگر عطر آن را نمی‌خواهید؛ جایگزین دقیق لازم نیست","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: حبه‌های سفت، بدون جوانه و تازه انتخاب کنید","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: پیاز سفت، آبدار و بدون جوانه انتخاب کنید","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نمک فقط شوری می‌دهد و عمق تخمیری را جایگزین نمی‌کند","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","فلفل سفید تیزتر است و شخصیت مزه را کمی عوض می‌کند","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: زردچوبه خوش‌رنگ و بدون بوی کهنگی بخرید","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","گرم‌کردن: گرم‌کردن ندارد؛ این دسر سرد سرو می‌شود","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","نکته خرید: تخم‌مرغ تازه با پوسته سالم بگیرید","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: فلفل تازه‌آسیاب عطر واضح‌تری دارد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","پروتئین اصلی؛ باید آبدار بماند و خشک نشود","ALLOWLISTED","Repeated amount/unit or ingredient-line fragment, not prose copy debt."
"MEDIUM","نکته خرید: فلفل تازه‌آسیاب عطر بهتری دارد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","لیمو سبز تیزتر است و مقدارش باید کمتر شود","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نشانهٔ درست، نوشیدنی نرم بدون کف حجیم است","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","ملایم‌تر؛ فقط قسمتِ سفید را استفاده کنید","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","ملایم‌تر و کمی شیرین‌تر؛ هم‌نقش آروماتیک","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","شکر قهوه‌ای مزه و رطوبت را تغییر می‌دهد","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نشانهٔ درست، سطح صاف و قوام یکنواخت است","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
"MEDIUM","نکته خرید: پیاز سفت و تازه انتخاب کنید","ALLOWLISTED","Low-count phrase shared by related ingredients/techniques; below actionable uniqueness threshold."
