"recipeId","title","simple","weakSteps","weakIngredients","classification"
"garnish_recipe_intl_045_88dbb554","لاهماجون","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_193_35a54c20","لاوانگی مرغ تالش","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_121_ee99f013","لومو سالتادوی پرویی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_048_2f232e7c","لومپیای فیلیپینی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_085_cb35078b","لوکوم پسته‌ای با گلاب","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_063_ac0a3894","لیموناد کلاسیک","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_135_6e8e303d","مادلن","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_043_fe50cdbf","ماست با خیار و گردو (دیپ)","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_015_d850a87c","ماست با کره بادام‌زمینی و موز","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_071_ddaeef9b","ماست و اسفناج آماده (بورانی سرد)","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_006_0ad8d5a5","ماست و عسل و دارچین","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_114_4d182f15","ماش‌پلو","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_084_87b7230c","مالوا پودینگ با سس گرم","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_013_4bcde1bc","مانتی ترکی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_080_f488debf","مانگو استیکی رایس","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_073_b02d8fd5","ماپو توفو","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_064_71576bec","ماکارون وانیلی فرانسوی","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_060_17a8b6d3","متبل بادمجان دودی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_076_aee6a297","مجدّره","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_130_95dea58b","مرجیمک کوفته‌سی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_041_cd57d47e","مرغ ترش و شیرین","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1296_5d4fca2c","مرغ ترش گیلانی","false","7","10","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_015_bd5b6369","مرغ تریاکی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_103_bc22d718","مرغ تیکا ماسالا","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_125_d0851524","مرغ جرک جامائیکایی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_91_a3224405","مرغ شکم‌پر","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_124_c0616f8d","مرغ ناردونی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_126_dc234f18","مرغ و برنج هایننی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_096_697dba10","مرغ پاپریکاش","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_101_b76754a7","مرغ پیری‌پیری","false","7","9","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_093_1d61d86b","مرغ کاچیاتورا","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_101_f007a227","مرغ کره‌ای هندی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_006_0abe82db","مرغ کونگ پائو","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1484_ccebf63e","مسقطی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_069_6bd00b08","معجون انرژی‌زا","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_192_fe533328","ملابیج گیلانی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_111_f81cb103","منسف اردنی با بره و جمید","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_011_5a1d0ef8","منمن","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_045_42ab7334","موز با عسل و گردو","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_066_4fc69a4a","موس شکلات تلخ","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_035_d46eacaf","موساکا","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_078_0b996a59","موچی دایفوکو با خمیر لوبیا","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_127_380e9b65","مک‌اندچیز کلاسیک","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_007_578cc354","ناتو با برنج","true","4","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_130_45602c10","نازخاتون","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_106_6371564f","ناسی گورنگ اندونزیایی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_180_c301e88a","نان برنجی کرمانشاهی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_044_ee2f79ac","نان تست با عسل و کنجد","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_181_40d368f2","نان نخودچی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_001_6f1166ee","نان و خرما و کنجد","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_148_2f745b64","نانِ سودا","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_054_5c472b48","ناچوی پنیری لایه‌ای","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_034_396e101d","نخودچی کشمش","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_122_dc5bb310","نرگسی اسفناج","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_003_5ed6583e","نیوکی سیب‌زمینی با سس گوجه","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_131_76428aa8","نیکوجاگا","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_072_60d498d9","هاخه","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_043_4f0736e0","هار گائو میگوی کانتونی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1706_34be3c2d","هویج پلو","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_147_bb62e7e1","واترزویی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_020_0b2a0961","وافل باترمیلک","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_100_b2b7f06b","وافل بلژیکی","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_134_a0dcc7ea","ولش ربیت","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_012_17b7b915","پاراتای سیب‌زمینی","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_091_7dcadc00","پاستا آلا آرابیاتا","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_092_3046ff5e","پاستا آلا نورما","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_094_a48d62c1","پاستا ای فاجولی","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_068_c9d33098","پاستل د ناتا","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_016_1e4df1c0","پان کن توماته","true","4","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_063_30b082f3","پانا کوتا","false","6","6","TRUE_WEAK_COOKED_RECIPE"
"garnish_lite_fa_050_ad49d256","پاپ‌کورن با پنیر پارمزان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_028_37e48787","پاپ‌کورن کاراملی","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_045_c37fb32d","پاکورای سبزیجات ترد","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_069_28c65edb","پای سیب آمریکایی","true","8","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_087_afad4d60","پایلا","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_018_2d829900","پد تای","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_132_71d57108","پد سی‌اِو","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_081_d8416e42","پد کاپرائو مرغ","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_089_91d816cb","پرتزل","true","8","3","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_037_836bac22","پرتزل با خردل","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_086_a2184266","پروفیترول","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_lite_fa_031_1ee0fadc","پسته و کشمش","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_061_0bfbb206","پلنتا با قارچ","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_142_bd27951b","پلوف ازبکی","true","8","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1780_c3b8ce04","پنکیک","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_019_c41b07d2","پنکیک آمریکایی با شربت افرا","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_024_b668a688","پنیر تبریزی و گردو با چای","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_004_ab5fbe9d","پنیر و گردو و عسل روی نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_011_8be28048","پنیر کاتیج با گوجه و نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_129_0a9a316a","پوتین کانادایی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_136_76743d5b","پوت‌او‌فو","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_052_a57a621f","پودینگ تافی خرما","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_071_48a67e24","پوفِرتیِس","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_118_9ecd21c7","پویو آل آخیو","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_fa_2082_eaf326bf","پیتزا استیک گوشت","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_2107_5f30a146","پیتزا بیکن","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_2099_2ce15e17","پیتزا مارگاریتا","true","6","6","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_040_7d7b90a1","پیروگی لهستانی","false","5","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_intl_074_79385dd1","چاو مین","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_047_a6f6b289","چوب‌شور با پنیر","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_015_39a2f209","چورو با شکلات داغ","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_088_7da35d2c","چوروس","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_128_7b502579","چیلی کان کارنه","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_029_eff8d609","چیپس ذرت با گواکاموله","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_036_35d377a6","چیپس و دیپ پنیر","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_140_78d46576","کارنیاریک ترکی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_089_7d03e966","کاسه برنج باقی‌مانده با تن و سبزیجات","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_086_89bab8fc","کاسه تن ماهی و لوبیا","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_092_c4c10a13","کاسه ماست و گرانولا و میوه (وعده سبک)","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_017_eda0ea67","کاسه پنیر کاتیج با میوه و آجیل","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_014_d55fff42","کاسه چیا پودینگ","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_095_315eb78a","کاسه کاتیج‌چیز و تن ماهی","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_027_fe3a950f","کاسه کفیر با میوه","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_020_131860ac","کاسه گرانولا با شیر","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_133_b9eae9ad","کاسوله فرانسوی","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_139_fb85376e","کالاماره","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_1547_eade852f","کاچی","true","6","7","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_023_07bead9c","کایا تست سنگاپوری","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_009_6df91ec8","کایماک و عسل ترکی","true","4","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_86_ffcd0713","کباب بناب","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_fa_1196_6cbbd3af","کباب تابه‌ای گوشت","false","6","8","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_fa_1214_189349a1","کباب ترش","true","6","10","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_110_9b1cffdd","کبسه مرغ عربی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_111_4cb37a1a","کته شمالی","false","6","4","TRUE_WEAK_COOKED_RECIPE"
"garnish_lite_fa_030_0341963d","کراکر با پنیر خامه‌ای و مربا فلفل","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_053_54c002d0","کرم بروله","false","6","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_lite_fa_049_91d7f7f4","کره بادام‌زمینی روی کراکر","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_023_82c3c28e","کره و خرما روی نان","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_lite_fa_005_c5ef5d2a","کره و پنیر روی نان داغ","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_001_758db93a","کروسان کلاسیک لایه‌ای","true","0","8","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_056_c9972b5b","کروکتای ژامبون اسپانیایی","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_113_e0e7753e","کرپ","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_090_6c4df1b6","کرپ سوزت با سس پرتقالی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_113_dcc8b929","کشری مصری","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_046_5acd7ef7","کشک و گردو با نان (دیپ سرد)","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_139_91cb38b4","کلفتیکوی یونانی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_125_19f26215","کلوچهٔ پیازچه","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_005_6deeb347","کنجی صبحانه چینی","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_099_594a1fb5","کولکانن","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_120_ae775732","کونیگسبرگر کلوپسه","false","8","0","TRUE_WEAK_COOKED_RECIPE"
"garnish_recipe_global_143_131_e8f2c6f0","کوک او ون فرانسوی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_134_34e1816f","کوکو بادمجان","false","0","1","INGREDIENT_METADATA_WEAK"
"garnish_recipe_fa_133_139b05e2","کوکو سیب‌زمینی","true","0","1","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_115_0cc3ef7b","کُسکُس سبزیجات شمال آفریقا","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_079_999c19be","کیمچی کلم آماده","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_global_143_077_de99681c","کیک تره‌لچس","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_090_07e88d0b","کیک جنگل سیاه","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_086_6c72c640","کیک عسلی روسی لایه‌ای","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_092_87b53529","کیک لاوای شکلاتی","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_133_db15257e","کیک ویکتوریا","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_lite_fa_041_4c94bb3f","کیک یزدی با چای","true","0","0","INGREDIENT_METADATA_WEAK"
"garnish_recipe_intl_023_bc7c6f90","گازپاچو","true","5","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_143_7a372ddf","گالاکتوبوریکو","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_126_038964de","گامبوی مرغ و میگو","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_054_7d3ead5b","گراتن دوفینوآ","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_175_51f87cb3","گز اصفهان","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_129_382f9727","گوزلمه","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_104_f1da6144","گوشت و بروکلی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_030_16d9e454","گولاش مجارستانی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_097_428092c3","گومبکی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_142_3215f0b5","گوندی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_016_a22d4b1d","گیودون (کاسه گوشت و برنج)","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_global_143_040_dcfd7c46","گیوزای خوک و کلم","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_fa_167_fc027a91","یخنی نخود شیرازی","true","6","0","ACCEPTABLE_SIMPLE_NON_COOKING"
"garnish_recipe_intl_103_ab3619d0","یمیستا","true","7","0","ACCEPTABLE_SIMPLE_NON_COOKING"
