"recipeId","slug","title","region","source","issue"
"garnish_recipe_fa_1280_13a22528","reshteh-polo-shirazi","رشته‌پلو شیرازی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_107_dbd1eb92","indonesian-beef-rendang","رندانگ گوشت اندونزیایی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1496_5705c3de","ranginak","رنگینک","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_039_29544b7d","rosti","روشتی سوئیسی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_883_4b80bbcf","meat-roulade","رولت گوشت","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_124_ce358cac","cuban-ropa-vieja","روپا ویه‌خای کوبایی","international","global-143-v0.3","international_country_region_weak"
"garnish_lite_fa_087_61b3189b","turkey-and-cheese-wrap","رپ بوقلمون و پنیر","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_085_7e285172","hummus-and-veggie-wrap","رپ هوموس و سبزیجات","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_093_936a36ff","cream-cheese-and-veggie-roll-up","رپ پنیر خامه‌ای و سبزیجات","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_intl_121_c6d25626","ribollita","ریبولیتا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_001_a95ca931","risotto-alla-milanese","ریزوتو میلانی زعفرانی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_150_951c615d","risalamande","ریسالاماند","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_075_83dba9bf","classic-sachertorte","زاخر تورته شکلاتی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_059_1736c8ad","sauerbraten","زاوربراتن","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_878_85458912","zereshk-polo-ba-morgh","زرشک پلو با مرغ","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_142_44b006d6","semmelknodel","زمل‌کنودل","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_141_16bce5b8","senfeier","زنف‌آیر","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_179_9cb4bccf","zoolbia-bamieh","زولبیا و بامیه","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_128_80595bf3","zeytoon-parvardeh","زیتون پرورده","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_038_de0f96b1","marinated-olive-and-herb-dip-with-bread","زیتون پرورده با نان","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1272_b3180a59","zireh-polo-kermani","زیره‌پلو کرمانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_110_d9922059","chicken-satay","ساته مرغ","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_lite_fa_076_cd5d8bb9","avocado-and-tomato-salad","سالاد آووکادو و گوجه","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_fa_1324_2b0dbfd9","salad-olivieh","سالاد الویه","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1747_23e0a898","indonesian-salad","سالاد اندونزی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_080_532aebff","corn-and-bean-salad","سالاد ذرت و لوبیا","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_fa_1761_4f9171a7","ranginak-fruit-salad","سالاد رنگینک","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_074_821a3098","simple-green-salad-with-vinaigrette","سالاد سبز ساده با سس وینگرت","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_fa_1762_ecb03b4e","potato-salad","سالاد سیب زمینی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_027_8a794c67","kartoffelsalat","سالاد سیب‌زمینی آلمانی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_2056_099d047a","salad-shirazi","سالاد شیرازی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1808_788119ed","macaroni-salad","سالاد ماکارونی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1751_cd7bc7b8","chicken-salad","سالاد مرغ","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_085_31af330d","salade-nicoise","سالاد نیسواز","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_lite_fa_075_a94612da","watermelon-and-feta-salad","سالاد هندوانه و فتا","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_081_1fb39818","cabbage-and-pineapple-slaw","سالاد کارائیب کلم و آناناس","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_intl_002_ca22fd2f","caprese-salad","سالاد کاپرزه","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_lite_fa_073_9481977d","red-cabbage-and-carrot-slaw","سالاد کلم بنفش و هویج","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_077_2c5659c2","quinoa-salad","سالاد کینوا آماده با سبزیجات","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_070_fad47a28","tomato-cucumber-and-onion-chopped-salad","سالاد گوجه و خیار و پیاز شیرازی‌وار","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_046_b111554d","punjabi-potato-samosa","ساموسای سیب‌زمینی هندی","international","global-143-v0.3","international_country_region_weak"
"garnish_lite_fa_096_2d866197","avocado-and-tomato-sandwich","ساندویچ آووکادو و گوجه","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_global_143_096_0e548c27","vietnamese-pork-banh-mi","ساندویچ بان می با گوشت و ترشی","international","global-143-v0.3","international_country_region_weak"
"garnish_lite_fa_084_b1b75380","egg-salad-sandwich","ساندویچ تخم‌مرغ و مایونز","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_083_a0f30266","cheese-tomato-and-cucumber-sandwich","ساندویچ پنیر و گوجه و خیار","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_094_fde3c956","cold-mortadella-and-cheese-sandwich","ساندویچ کالباس و پنیر سرد","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_090_0e727d97","peanut-butter-and-honey-sandwich","ساندویچ کره بادام‌زمینی و عسل","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_intl_144_5774ae78","saganaki","ساگاناکی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1220_6429319c","sabzi-polo-ba-mahi","سبزی پلو با ماهی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_2018_2572b935","bechamel-sauce","سس بشامل","international","phase-one-v0.6.1","international_country_region_weak"
"garnish_recipe_fa_2028_1932b5ee","falafel-sauce","سس فلافل","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_2035_e1080e79","marinara-sauce","سس مارینارا","international","phase-one-v0.6.1","international_country_region_weak"
"garnish_recipe_fa_2032_c2aacc2c","burger-sauce","سس همبرگر","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_2022_ed370352","pesto-sauce","سس پستو","international","phase-one-v0.6.1","international_country_region_weak"
"garnish_recipe_fa_2075_3d9b2098","samosa-abadan","سمبوسه آبادانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_2079_5543499b","baked-samosa","سمبوسه در فر","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_185_c892351b","samanu","سمنو","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_010_8626885f","sucuklu-yumurta","سوجوک با تخم‌مرغ","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1768_7a1c6699","sosis-bandari","سوسیس بندری","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_051_38dcc2df","bangers-and-mash","سوسیس و پورهٔ سیب‌زمینی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_093_bf5fab4c","sushi-rolls-salmon-tuna","سوشی رول خانگی با سالمون و تن","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_176_60f55560","sohan-qom","سوهان قم","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_042_c2aaf822","hot-and-sour-soup","سوپ ترش و تند","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1816_dec0afbb","cream-of-chicken-soup","سوپ شیر","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_014_33ae62d8","miso-soup","سوپ میسو","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_032_a150e5b1","minestrone-soup","سوپ مینسترونه","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_055_0182b616","erwtensoep","سوپ نخود سبز هلندی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_120_8da4e4b0","peruvian-fish-ceviche","سویچه ماهی پرویی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1332_682d694b","french-fries","سیب زمینی سرخ کرده","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_105_606b3bee","sir-qelyeh","سیر قلیه","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_146_5a7a3b3f","syrniki","سیرنیکی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_006_10cd2dcc","cantonese-siu-mai-dim-sum","سیومای کانتونی دیم‌سام","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1767_4e6ed616","shami-kabab-lorestan","شامی کباب لرستانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_053_03f59ac8","mint-limeade","شربت آبلیمو و نعنا","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_058_9891c764","sour-cherry-cooler","شربت آلبالو خانگی با یخ","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1513_1e7a7b4f","orange-blossom-sharbat","شربت بهار نارنج","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1510_2d1f8557","cucumber-sekanjabin-sharbat","شربت خیار سکنجبین","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_060_0a0758f2","saffron-orange-blossom-cooler","شربت زعفران و بهارنارنج","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_067_65bc28c4","sekanjabin-with-cucumber","شربت سکنجبین با خیار","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1514_82bb4541","rosewater-sharbat","شربت گلاب","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1482_782462e9","sholeh-zard","شله زرد","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_154_cdfcadf7","sholeh-mashhadi","شله مشهدی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_026_b9f5a392","chicken-schnitzel","شنیتسل مرغ","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_137_6a99342c","wiener-schnitzel","شنیتسل وینی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_024_ff4dc9ab","shepherds-pie","شپرد پای (پای گوشت و سیب‌زمینی)","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_044_2e127ee1","shakshuka","شکشوکا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1491_0553f941","shir-berenj","شیر برنج","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_026_0f726e6c","cold-rice-pudding-cup-with-cinnamon","شیر برنج آماده با دارچین","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_055_dce52169","iced-honey-vanilla-milk","شیر طلایی سرد با عسل","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_fa_1555_00844d92","pistachio-milk","شیر پسته","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_065_cda75133","cold-pistachio-milk","شیر پسته سرد","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_002_6f0bd5c3","grape-molasses-and-tahini-on-bread","شیره انگور و ارده روی نان","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_003_84eb3049","date-syrup-and-tahini-on-bread","شیره خرما و ارده روی نان","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1250_cb9a971c","shirin-polo","شیرین‌پلو (مرصع‌پلو)","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1207_5b8c823a","shishlik","شیشلیک (کباب دنده)","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_002_5f663504","full-english-breakfast","صبحانه کامل انگلیسی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_062_f288b067","oysters-on-the-half-shell","صدف تازه روی نیم‌پوسته","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1562_0d149539","adasi","عدسی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_864_37673192","adas-polo-ba-goosht","عدس‌پلو با گوشت","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_075_adf77e6a","fattoush","فتوش","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1492_08a81971","ferni","فرنی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_008_df43915b","falafel","فلافل","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_2086_c02ef228","falafel-abadan","فلافل آبادانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_076_72b1d9d1","classic-caramel-flan","فلان کاراملی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_055_f8fbb75e","blistered-padron-peppers","فلفل پادرون تاول‌زده","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_011_0fce0e09","ful-medames","فول مدمس مصری","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_138_ce0f10ba","swiss-cheese-fondue","فوندوی پنیر سوئیسی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_064_1aa2311f","focaccia","فوکاچا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_119_e71710d8","brazilian-feijoada-black-beans","فیجوآدای برزیلی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_177_c8caf164","qottab-yazdi","قطاب یزدی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1306_a212d523","ghalieh-mahi","قلیه ماهی سیرافی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1307_4401749e","ghalieh-meygoo","قلیه میگو","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_129_5d8a7866","ghanbar-polo-shirazi","قنبرپلو شیرازی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_035_10b9f67b","vietnamese-iced-coffee","قهوه سرد ویتنامی با شیر عسلی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_112_ea1e7e26","iraqi-lamb-quzi-rice","قوزی عراقی با بره و برنج","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_2054_be491f02","gheymeh-sibzamini","قیمه سیب زمینی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1239_1be04a64","gheymeh-nesar","قیمه نثار","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_170_44f0d2ad","gheymeh-rizeh-esfahani","قیمه‌ریزه اصفهانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_082_7d443f56","larb-gai","لارب مرغ","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1323_cf6bcb5c","lasagna","لازانیا","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_149_71c64832","langos","لانگوش","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_045_88dbb554","lahmacun","لاهماجون","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_193_35a54c20","lavangi-morgh-talesh","لاوانگی مرغ تالش","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_109_3275e597","coconut-laksa-noodle-soup","لاکسا نارگیلی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_866_9986ddf5","loobia-polo-ba-goosht","لوبیا پلو با گوشت چرخ‌کرده","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_121_ee99f013","peruvian-lomo-saltado","لومو سالتادوی پرویی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_048_2f232e7c","filipino-lumpia-shanghai","لومپیای فیلیپینی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1520_8cec648d","lemonade","لیموناد","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_063_ac0a3894","classic-lemonade","لیموناد کلاسیک","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_global_143_030_4f8b9a24","mint-limonana","لیمونانای نعناع","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_034_51a63c81","yerba-mate-traditional","ماته سنتی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_135_6e8e303d","madeleines","مادلن","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_lite_fa_043_fe50cdbf","cucumber-walnut-yogurt-dip","ماست با خیار و گردو (دیپ)","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_015_d850a87c","yogurt-with-peanut-butter-and-banana","ماست با کره بادام‌زمینی و موز","international","lite-food-v0.3","international_country_region_weak"
"garnish_lite_fa_071_ddaeef9b","quick-spinach-yogurt-side","ماست و اسفناج آماده (بورانی سرد)","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_lite_fa_006_0ad8d5a5","yogurt-with-honey-and-cinnamon","ماست و عسل و دارچین","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_fa_114_4d182f15","mash-polo","ماش‌پلو","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_084_87b7230c","malva-pudding-caramel-sauce","مالوا پودینگ با سس گرم","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_025_b9bdfd91","fish-and-chips","ماهی و چیپس","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_073_b02d8fd5","mapo-tofu","ماپو توفو","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_026_e631bbb6","warm-matcha-latte","ماچا لاته گرم","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1195_4b547f19","persian-makaroni","ماکارونی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_060_17a8b6d3","smoky-mutabbal-eggplant-tahini","متبل بادمجان دودی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_076_aee6a297","mujadara","مجدّره","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_130_95dea58b","mercimek-koftesi","مرجیمک کوفته‌سی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_041_cd57d47e","sweet-and-sour-chicken","مرغ ترش و شیرین","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1296_5d4fca2c","morgh-torsh-gilani","مرغ ترش گیلانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_015_bd5b6369","chicken-teriyaki","مرغ تریاکی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_103_bc22d718","chicken-tikka-masala","مرغ تیکا ماسالا","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_125_d0851524","jamaican-jerk-chicken","مرغ جرک جامائیکایی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1333_db68905d","fried-chicken","مرغ سوخاری","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_91_a3224405","morgh-shekam-por","مرغ شکم‌پر","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_124_c0616f8d","morgh-nardooni","مرغ ناردونی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_126_dc234f18","hainanese-chicken-rice","مرغ و برنج هایننی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_096_697dba10","chicken-paprikash","مرغ پاپریکاش","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_101_b76754a7","piri-piri-chicken","مرغ پیری‌پیری","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_093_1d61d86b","pollo-alla-cacciatora","مرغ کاچیاتورا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_006_0abe82db","kung-pao-chicken","مرغ کونگ پائو","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1484_ccebf63e","masghati","مسقطی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_069_6bd00b08","iranian-nut-and-fruit-shake","معجون انرژی‌زا","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_intl_127_65e78281","maqluba","مقلوبه","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_192_fe533328","malabij-gilani","ملابیج گیلانی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_111_f81cb103","jordanian-mansaf-lamb-jameed","منسف اردنی با بره و جمید","international","global-143-v0.3","international_country_region_weak"
"garnish_lite_fa_045_42ab7334","banana-with-honey-and-walnuts","موز با عسل و گردو","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_066_4fc69a4a","classic-dark-chocolate-mousse","موس شکلات تلخ","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_035_d46eacaf","moussaka","موساکا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_1519_9d69f5f1","classic-mojito","موهیتو کلاسیک","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_078_0b996a59","daifuku-mochi-red-bean","موچی دایفوکو با خمیر لوبیا","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_global_143_127_380e9b65","classic-macaroni-and-cheese","مک‌اندچیز کلاسیک","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1225_159208a2","mirza-ghasemi","میرزا قاسمی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1279_e3e99c0f","meygoo-polo","میگو پلو","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_058_f01bc84b","gambas-al-ajillo","میگوی سیر اسپانیایی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_007_578cc354","natto-gohan","ناتو با برنج","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_130_45602c10","naz-khatun","نازخاتون","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_global_143_106_6371564f","indonesian-nasi-goreng","ناسی گورنگ اندونزیایی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_180_c301e88a","nan-berenji-kermanshahi","نان برنجی کرمانشاهی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_044_ee2f79ac","honey-sesame-toast","نان تست با عسل و کنجد","international","lite-food-v0.3","international_country_region_weak"
"garnish_recipe_fa_181_40d368f2","nan-nokhodchi","نان نخودچی","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_lite_fa_001_6f1166ee","bread-with-dates-and-sesame","نان و خرما و کنجد","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_intl_148_2f745b64","soda-bread","نانِ سودا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_054_5c472b48","loaded-nachos","ناچوی پنیری لایه‌ای","international","global-143-v0.3","international_country_region_weak"
"garnish_lite_fa_034_396e101d","roasted-chickpeas-and-raisins","نخودچی کشمش","persian","lite-food-v0.3","iranian_city_province_may_need_precision"
"garnish_recipe_fa_122_dc5bb310","nargesi-esfenaj","نرگسی اسفناج","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_2090_ea20119c","vegetable-noodles","نودل سبزیجات","international","phase-one-v0.6.1","international_country_region_weak"
"garnish_recipe_intl_003_5ed6583e","potato-gnocchi-pomodoro","نیوکی سیب‌زمینی با سس گوجه","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_131_76428aa8","nikujaga","نیکوجاگا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_029_c3687330","classic-hot-chocolate","هات چاکلت کلاسیک","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_072_60d498d9","hachee","هاخه","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_043_4f0736e0","cantonese-har-gow-shrimp-dumplings","هار گائو میگوی کانتونی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_fa_1341_6b4ba753","cheeseburger","همبرگر (چیز‌برگر)","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_fa_1706_34be3c2d","havij-polo","هویج پلو","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_147_bb62e7e1","waterzooi","واترزویی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_020_0b2a0961","buttermilk-waffles","وافل باترمیلک","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_100_b2b7f06b","belgian-waffles","وافل بلژیکی","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_103_066b318c","vavishka","واویشکا","persian","phase-one-v0.6.1","iranian_city_province_may_need_precision"
"garnish_recipe_intl_134_a0dcc7ea","welsh-rarebit","ولش ربیت","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_057_64cc7ff7","patatas-bravas","پاتاتاس براواس","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_global_143_012_17b7b915","aloo-paratha","پاراتای سیب‌زمینی","international","global-143-v0.3","international_country_region_weak"
"garnish_recipe_intl_091_7dcadc00","pasta-all-arrabbiata","پاستا آلا آرابیاتا","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_intl_092_3046ff5e","pasta-alla-norma","پاستا آلا نورما","international","international-core-150-v0.6.0","international_country_region_weak"
"garnish_recipe_fa_2103_d26d79d5","alfredo-pasta","پاستا آلفردو","international","phase-one-v0.6.1","international_country_region_weak"
