recipeId,slug,titleFa,sourceGroup,cuisineOrigin,score,repairPriority,confidence,ingredientCount,stepCount,failedSections,blockers
garnish_recipe_fa_1519_9d69f5f1,garnish_recipe_fa_1519_9d69f5f1,موهیتو کلاسیک,Phase One,Iranian,32,HIGH,HIGH,4,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_100_ce2b0c24,garnish_recipe_fa_100_ce2b0c24,خورشت به,Phase One,Iranian,42,HIGH,MEDIUM,10,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1059_32ca5280,garnish_recipe_fa_1059_32ca5280,خورشت خلال,Phase One,Iranian,42,HIGH,MEDIUM,12,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_97_b033ed16,garnish_recipe_fa_97_b033ed16,خورشت لوبیا سبز,Phase One,Iranian,42,HIGH,MEDIUM,10,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_005_1bc32e70,garnish_recipe_intl_005_1bc32e70,دامپلینگ مرغ چینی (جیائوزی),International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_87_b75c560e,garnish_recipe_fa_87_b75c560e,دنده‌کباب کرمانشاهی,Phase One,Iranian,42,HIGH,MEDIUM,9,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1297_aaa24704,garnish_recipe_fa_1297_aaa24704,دوپیازه آلو,Phase One,Iranian,42,HIGH,MEDIUM,8,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_125_31716f89,garnish_recipe_fa_125_31716f89,دوپیازه میگو,Phase One,Iranian,42,HIGH,MEDIUM,9,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_020_a0837273,garnish_recipe_intl_020_a0837273,راتاتویی,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_079_bc51f8e5,garnish_recipe_intl_079_bc51f8e5,رامن,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_184_e616db37,garnish_recipe_fa_184_e616db37,رشته خشکار,Phase One,Iranian,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_121_c6d25626,garnish_recipe_intl_121_c6d25626,ریبولیتا,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_001_a95ca931,garnish_recipe_intl_001_a95ca931,ریزوتو میلانی زعفرانی,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_150_951c615d,garnish_recipe_intl_150_951c615d,ریسالاماند,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_059_1736c8ad,garnish_recipe_intl_059_1736c8ad,زاوربراتن,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_142_44b006d6,garnish_recipe_intl_142_44b006d6,زمل‌کنودل,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_141_16bce5b8,garnish_recipe_intl_141_16bce5b8,زنف‌آیر,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_128_80595bf3,garnish_recipe_fa_128_80595bf3,زیتون پرورده,Phase One,Iranian,42,HIGH,MEDIUM,8,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_110_d9922059,garnish_recipe_intl_110_d9922059,ساته مرغ,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1747_23e0a898,garnish_recipe_fa_1747_23e0a898,سالاد اندونزی,Phase One,Iranian,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_2056_099d047a,garnish_recipe_fa_2056_099d047a,سالاد شیرازی,Phase One,Iranian,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_085_31af330d,garnish_recipe_intl_085_31af330d,سالاد نیسواز,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_029_0cafb54c,garnish_recipe_intl_029_0cafb54c,سالاد یونانی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_042_c2aaf822,garnish_recipe_intl_042_c2aaf822,سوپ ترش و تند,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_055_0182b616,garnish_recipe_intl_055_0182b616,سوپ نخود سبز هلندی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1768_7a1c6699,garnish_recipe_fa_1768_7a1c6699,سوسیس بندری,Phase One,Iranian,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_051_38dcc2df,garnish_recipe_intl_051_38dcc2df,سوسیس و پورهٔ سیب‌زمینی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_067_995a81a6,garnish_recipe_intl_067_995a81a6,سوولاکی مرغ,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_105_606b3bee,garnish_recipe_fa_105_606b3bee,سیر قلیه,Phase One,Iranian,42,HIGH,MEDIUM,9,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_146_5a7a3b3f,garnish_recipe_intl_146_5a7a3b3f,سیرنیکی,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_024_ff4dc9ab,garnish_recipe_intl_024_ff4dc9ab,شپرد پای (پای گوشت و سیب‌زمینی),International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_044_2e127ee1,garnish_recipe_intl_044_2e127ee1,شکشوکا,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_026_b9f5a392,garnish_recipe_intl_026_b9f5a392,شنیتسل مرغ,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1562_0d149539,garnish_recipe_fa_1562_0d149539,عدسی,Phase One,Iranian,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_075_adf77e6a,garnish_recipe_intl_075_adf77e6a,فتوش,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_008_df43915b,garnish_recipe_intl_008_df43915b,فلافل,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_177_c8caf164,garnish_recipe_fa_177_c8caf164,قطاب یزدی,Phase One,Iranian,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_122_2f006614,garnish_recipe_intl_122_2f006614,کاپوناتا,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_047_f6cbcbb5,garnish_recipe_intl_047_f6cbcbb5,کاتسوی مرغ,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_107_41491dea,garnish_recipe_intl_107_41491dea,کاراآگه,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_119_9dd64dfc,garnish_recipe_intl_119_9dd64dfc,کارتوفل‌پوفر,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_017_6bc0bdc6,garnish_recipe_intl_017_6bc0bdc6,کاری سبز تایلندی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_050_23b57a98,garnish_recipe_intl_050_23b57a98,کاری قرمز تایلندی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_060_9fe40da5,garnish_recipe_intl_060_9fe40da5,کازه‌اشپتسله,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_102_44ec3a0b,garnish_recipe_intl_102_44ec3a0b,کالدو ورده,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_145_098dd406,garnish_recipe_intl_145_098dd406,کایزرشمارن,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_166_41ac7f2f,garnish_recipe_fa_166_41ac7f2f,کباب حسینی,Phase One,Iranian,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_85_575ccb7a,garnish_recipe_fa_85_575ccb7a,کباب سلطانی,Phase One,Iranian,42,HIGH,MEDIUM,9,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_88_c20a5f8b,garnish_recipe_fa_88_c20a5f8b,کباب وزیری,Phase One,Iranian,42,HIGH,MEDIUM,10,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_105_f093f056,garnish_recipe_intl_105_f093f056,کبه,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_191_de46bbb6,garnish_recipe_fa_191_de46bbb6,کدو بره مازندرانی,Phase One,Iranian,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_182_37f081ea,garnish_recipe_fa_182_37f081ea,کلمپه کرمانی,Phase One,Iranian,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_183_6fb2ab4a,garnish_recipe_fa_183_6fb2ab4a,کلوچه فومن,Phase One,Iranian,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_196_9e48ca8f,garnish_recipe_fa_196_9e48ca8f,کله گنجشکی,Phase One,Iranian,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_083_57ce313d,garnish_recipe_intl_083_57ce313d,کورنیش پستی,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_137_46d41946,garnish_recipe_intl_137_46d41946,کیبلینگ,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_114_6e7c743d,garnish_recipe_intl_114_6e7c743d,کیش,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_090_07e88d0b,garnish_recipe_intl_090_07e88d0b,کیک جنگل سیاه,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_133_db15257e,garnish_recipe_intl_133_db15257e,کیک ویکتوریا,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_023_bc7c6f90,garnish_recipe_intl_023_bc7c6f90,گازپاچو,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_143_7a372ddf,garnish_recipe_intl_143_7a372ddf,گالاکتوبوریکو,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_054_7d3ead5b,garnish_recipe_intl_054_7d3ead5b,گراتن دوفینوآ,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_104_f1da6144,garnish_recipe_intl_104_f1da6144,گوشت و بروکلی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_030_16d9e454,garnish_recipe_intl_030_16d9e454,گولاش مجارستانی,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_097_428092c3,garnish_recipe_intl_097_428092c3,گومبکی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_142_3215f0b5,garnish_recipe_fa_142_3215f0b5,گوندی,Phase One,Iranian,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_016_a22d4b1d,garnish_recipe_intl_016_a22d4b1d,گیودون (کاسه گوشت و برنج),International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_082_7d443f56,garnish_recipe_intl_082_7d443f56,لارب مرغ,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_149_71c64832,garnish_recipe_intl_149_71c64832,لانگوش,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_193_35a54c20,garnish_recipe_fa_193_35a54c20,لاوانگی مرغ تالش,Phase One,Iranian,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_045_88dbb554,garnish_recipe_intl_045_88dbb554,لاهماجون,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_073_b02d8fd5,garnish_recipe_intl_073_b02d8fd5,ماپو توفو,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_135_6e8e303d,garnish_recipe_intl_135_6e8e303d,مادلن,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_114_4d182f15,garnish_recipe_fa_114_4d182f15,ماش‌پلو,Phase One,Iranian,42,HIGH,MEDIUM,8,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_013_4bcde1bc,garnish_recipe_intl_013_4bcde1bc,مانتی ترکی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_076_aee6a297,garnish_recipe_intl_076_aee6a297,مجدّره,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_130_95dea58b,garnish_recipe_intl_130_95dea58b,مرجیمک کوفته‌سی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_096_697dba10,garnish_recipe_intl_096_697dba10,مرغ پاپریکاش,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_041_cd57d47e,garnish_recipe_intl_041_cd57d47e,مرغ ترش و شیرین,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_015_bd5b6369,garnish_recipe_intl_015_bd5b6369,مرغ تریاکی,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_91_a3224405,garnish_recipe_fa_91_a3224405,مرغ شکم‌پر,Phase One,Iranian,42,HIGH,MEDIUM,10,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_093_1d61d86b,garnish_recipe_intl_093_1d61d86b,مرغ کاچیاتورا,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_006_0abe82db,garnish_recipe_intl_006_0abe82db,مرغ کونگ پائو,International Core,Foreign,42,HIGH,MEDIUM,13,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_124_c0616f8d,garnish_recipe_fa_124_c0616f8d,مرغ ناردونی,Phase One,Iranian,42,HIGH,MEDIUM,10,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_126_dc234f18,garnish_recipe_intl_126_dc234f18,مرغ و برنج هایننی,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_011_5a1d0ef8,garnish_recipe_intl_011_5a1d0ef8,منمن,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_035_d46eacaf,garnish_recipe_intl_035_d46eacaf,موساکا,International Core,Foreign,42,HIGH,MEDIUM,13,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_130_45602c10,garnish_recipe_fa_130_45602c10,نازخاتون,Phase One,Iranian,42,HIGH,MEDIUM,8,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_122_dc5bb310,garnish_recipe_fa_122_dc5bb310,نرگسی اسفناج,Phase One,Iranian,42,HIGH,MEDIUM,8,6,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_131_76428aa8,garnish_recipe_intl_131_76428aa8,نیکوجاگا,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_003_5ed6583e,garnish_recipe_intl_003_5ed6583e,نیوکی سیب‌زمینی با سس گوجه,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_147_bb62e7e1,garnish_recipe_intl_147_bb62e7e1,واترزویی,International Core,Foreign,42,HIGH,MEDIUM,12,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_100_b2b7f06b,garnish_recipe_intl_100_b2b7f06b,وافل بلژیکی,International Core,Foreign,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_134_a0dcc7ea,garnish_recipe_intl_134_a0dcc7ea,ولش ربیت,International Core,Foreign,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_072_60d498d9,garnish_recipe_intl_072_60d498d9,هاخه,International Core,Foreign,42,HIGH,MEDIUM,11,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_1706_34be3c2d,garnish_recipe_fa_1706_34be3c2d,هویج پلو,Phase One,Iranian,42,HIGH,MEDIUM,8,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_fa_167_fc027a91,garnish_recipe_fa_167_fc027a91,یخنی نخود شیرازی,Phase One,Iranian,42,HIGH,MEDIUM,9,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_intl_103_ab3619d0,garnish_recipe_intl_103_ab3619d0,یمیستا,International Core,Foreign,42,HIGH,MEDIUM,10,5,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,
garnish_recipe_global_143_034_51a63c81,garnish_recipe_global_143_034_51a63c81,ماته سنتی,Global 143,Foreign,50,MEDIUM,MEDIUM,2,3,ingredients; whyItWorks; skills; troubleshooting; variations; keep/storage; faq,
garnish_recipe_global_143_024_194514e6,garnish_recipe_global_143_024_194514e6,اسپرسوی دوبل خانگی,Global 143,Foreign,54,MEDIUM,MEDIUM,2,4,ingredients; whyItWorks; troubleshooting; variations; keep/storage; faq,
garnish_recipe_global_143_016_1e4df1c0,garnish_recipe_global_143_016_1e4df1c0,پان کن توماته,Global 143,Foreign,55,MEDIUM,MEDIUM,5,4,whyItWorks; skills; troubleshooting; variations; keep/storage; faq,
garnish_recipe_global_143_025_7119c557,garnish_recipe_global_143_025_7119c557,کاپوچینوی کلاسیک,Global 143,Foreign,56,MEDIUM,MEDIUM,3,4,ingredients; whyItWorks; troubleshooting; variations; keep/storage; faq,
garnish_recipe_global_143_010_8626885f,garnish_recipe_global_143_010_8626885f,سوجوک با تخم‌مرغ,Global 143,Foreign,58,MEDIUM,MEDIUM,5,4,whyItWorks; skills; troubleshooting; variations; keep/storage; faq,
garnish_recipe_global_143_009_6df91ec8,garnish_recipe_global_143_009_6df91ec8,کایماک و عسل ترکی,Global 143,Foreign,58,MEDIUM,MEDIUM,4,3,whyItWorks; skills; troubleshooting; variations; keep/storage; faq,
garnish_recipe_global_143_007_578cc354,garnish_recipe_global_143_007_578cc354,ناتو با برنج,Global 143,Foreign,58,MEDIUM,MEDIUM,6,3,whyItWorks; skills; troubleshooting; variations; keep/storage; faq,
garnish_recipe_global_143_011_0fce0e09,garnish_recipe_global_143_011_0fce0e09,فول مدمس مصری,Global 143,Foreign,60,MEDIUM,LOW,10,4,whyItWorks; skills; troubleshooting; keep/storage; faq,
garnish_recipe_global_143_005_6deeb347,garnish_recipe_global_143_005_6deeb347,کنجی صبحانه چینی,Global 143,Foreign,60,MEDIUM,LOW,7,4,whyItWorks; skills; troubleshooting; keep/storage; faq,generic phrase: در پایان تنظیم کنید
garnish_recipe_global_143_031_1302a859,garnish_recipe_global_143_031_1302a859,آیران ترکی,Global 143,Foreign,61,MEDIUM,LOW,4,3,whyItWorks; skills; troubleshooting; variations; keep/storage; faq,
garnish_recipe_global_143_052_fd0a302b,garnish_recipe_global_143_052_fd0a302b,ادامامه نمکی,Global 143,Foreign,61,MEDIUM,LOW,3,5,ingredients; whyItWorks; skills; troubleshooting; keep/storage; faq,
garnish_recipe_global_143_008_22e17e44,garnish_recipe_global_143_008_22e17e44,تاماگویاکی ژاپنی,Global 143,Foreign,61,MEDIUM,LOW,5,4,whyItWorks; skills; troubleshooting; variations; keep/storage; faq,
garnish_recipe_global_143_022_a1009be1,garnish_recipe_global_143_022_a1009be1,آووکادو تست له‌شده,Global 143,Foreign,63,MEDIUM,LOW,7,3,whyItWorks; skills; troubleshooting; keep/storage; faq,
garnish_recipe_global_143_018_285f8e1b,garnish_recipe_global_143_018_285f8e1b,بیرچر میوزلی,Global 143,Foreign,63,MEDIUM,LOW,9,3,whyItWorks; skills; troubleshooting; keep/storage; faq,
garnish_recipe_global_143_004_44168530,garnish_recipe_global_143_004_44168530,بیگل با لاکس و پنیر خامه‌ای,Global 143,Foreign,63,MEDIUM,LOW,8,4,whyItWorks; skills; troubleshooting; keep/storage; faq,
garnish_recipe_global_143_055_f8fbb75e,garnish_recipe_global_143_055_f8fbb75e,فلفل پادرون تاول‌زده,Global 143,Foreign,64,MEDIUM,LOW,3,5,ingredients; whyItWorks; skills; troubleshooting; keep/storage; faq,
garnish_recipe_global_143_123_a69d6cde,garnish_recipe_global_143_123_a69d6cde,آرپای ذرتی با پنیر و لوبیا,Global 143,Foreign,66,MEDIUM,LOW,7,5,whyItWorks; skills; troubleshooting; keep/storage; faq,generic phrase: کنترل حرارت، بافت را حفظ می‌کند; generic phrase: وقتی حرارت با نوع ماده هماهنگ باشد، غذا خشک یا آبکی نمی‌شود; generic phrase: استراحت کوتاه بعد از پخت، مزه را متعادل می‌کند; generic phrase: چند دقیقه مکث کمک می‌کند آب و چربی دوباره در بافت غذا پخش شود; generic phrase: کنترل حرارت; generic phrase: تشخیص نشانه پایان پخت; generic phrase: تنظیم مزه نهایی
garnish_recipe_global_143_122_fef6d7d8,garnish_recipe_global_143_122_fef6d7d8,آسادوی آرژانتینی با چیمی‌چوری,Global 143,Foreign,66,MEDIUM,LOW,10,5,whyItWorks; skills; troubleshooting; keep/storage; faq,generic phrase: کنترل حرارت، بافت را حفظ می‌کند; generic phrase: وقتی حرارت با نوع ماده هماهنگ باشد، غذا خشک یا آبکی نمی‌شود; generic phrase: استراحت کوتاه بعد از پخت، مزه را متعادل می‌کند; generic phrase: چند دقیقه مکث کمک می‌کند آب و چربی دوباره در بافت غذا پخش شود; generic phrase: کنترل حرارت; generic phrase: تشخیص نشانه پایان پخت; generic phrase: تنظیم مزه نهایی
garnish_recipe_global_143_135_2919e78e,garnish_recipe_global_143_135_2919e78e,اسپاگتی کاربونارای رومی,Global 143,Foreign,66,MEDIUM,LOW,6,6,whyItWorks; skills; troubleshooting; keep/storage; faq,generic phrase: کنترل حرارت، بافت را حفظ می‌کند; generic phrase: وقتی حرارت با نوع ماده هماهنگ باشد، غذا خشک یا آبکی نمی‌شود; generic phrase: استراحت کوتاه بعد از پخت، مزه را متعادل می‌کند; generic phrase: چند دقیقه مکث کمک می‌کند آب و چربی دوباره در بافت غذا پخش شود; generic phrase: کنترل حرارت; generic phrase: تشخیص نشانه پایان پخت; generic phrase: تنظیم مزه نهایی
garnish_recipe_global_143_143_6060b21f,garnish_recipe_global_143_143_6060b21f,اسموربرود دانمارکی با شاه‌ماهی,Global 143,Foreign,66,MEDIUM,LOW,9,5,whyItWorks; skills; troubleshooting; keep/storage; faq,generic phrase: کنترل حرارت، بافت را حفظ می‌کند; generic phrase: وقتی حرارت با نوع ماده هماهنگ باشد، غذا خشک یا آبکی نمی‌شود; generic phrase: استراحت کوتاه بعد از پخت، مزه را متعادل می‌کند; generic phrase: چند دقیقه مکث کمک می‌کند آب و چربی دوباره در بافت غذا پخش شود; generic phrase: کنترل حرارت; generic phrase: تشخیص نشانه پایان پخت; generic phrase: تنظیم مزه نهایی
