recipeId,titleFa,sourceGroup,cuisineOrigin,classification,score,repairPriority,confidence,failedSections,blockers,reason
garnish_recipe_fa_111_4cb37a1a,کته شمالی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,38,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_113_2a1debd0,انارپلو شیرازی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_114_4d182f15,ماش‌پلو,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_115_ba80ef7c,ته‌انداز مرغ,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1196_6cbbd3af,کباب تابه‌ای گوشت,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_120_502ae408,املت قهوه‌خانه‌ای,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,41,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1214_189349a1,کباب ترش,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_121_b6f01192,املت رب,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,38,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_122_dc5bb310,نرگسی اسفناج,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_123_a52aadf1,دویماج,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,41,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_124_c0616f8d,مرغ ناردونی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1250_cb9a971c,شیرین‌پلو (مرصع‌پلو),Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_125_31716f89,دوپیازه میگو,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_126_76675c2f,بورانی اسفناج,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,40,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1272_b3180a59,زیره‌پلو کرمانی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_127_38980a7f,بورانی بادمجان,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,40,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1289_dccb626e,آب دوغ خیار,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_128_80595bf3,زیتون پرورده,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1296_5d4fca2c,مرغ ترش گیلانی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1297_aaa24704,دوپیازه آلو,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_130_45602c10,نازخاتون,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1332_682d694b,سیب زمینی سرخ کرده,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,38,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_142_3215f0b5,گوندی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_147_3b1b07c5,آش جو,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1483_557ee839,حلوا زعفرانی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1484_ccebf63e,مسقطی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,41,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_148_554e136f,آش انار,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1496_5705c3de,رنگینک,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,38,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1510_2d1f8557,شربت خیار سکنجبین,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,36,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1513_1e7a7b4f,شربت بهار نارنج,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,37,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1514_82bb4541,شربت گلاب,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,34,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1519_9d69f5f1,موهیتو کلاسیک,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,32,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1520_8cec648d,لیموناد,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,35,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1521_13feed66,املت پنیر,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,40,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1547_eade852f,کاچی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,38,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1553_fc9a29b8,دیتاکس واتر,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1554_6e31eecc,اسموتی طالبی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1555_00844d92,شیر پسته,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,36,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1562_0d149539,عدسی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1563_68a06056,اسموتی توت‌فرنگی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,36,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1564_e9a872de,اسموتی هندوانه,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,34,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_166_41ac7f2f,کباب حسینی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_167_fc027a91,یخنی نخود شیرازی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1706_34be3c2d,هویج پلو,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_173_ab17534c,بستنی سنتی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1747_23e0a898,سالاد اندونزی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1751_cd7bc7b8,سالاد مرغ,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_175_51f87cb3,گز اصفهان,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,40,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1762_ecb03b4e,سالاد سیب زمینی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1768_7a1c6699,سوسیس بندری,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_176_60f55560,سوهان قم,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,41,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_177_c8caf164,قطاب یزدی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_1780_c3b8ce04,پنکیک,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_180_c301e88a,نان برنجی کرمانشاهی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,41,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_181_40d368f2,نان نخودچی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,40,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_182_37f081ea,کلمپه کرمانی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_183_6fb2ab4a,کلوچه فومن,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_184_e616db37,رشته خشکار,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_185_c892351b,سمنو,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,36,HIGH,HIGH,glance; ingredients; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, ingredients, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_191_de46bbb6,کدو بره مازندرانی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_192_fe533328,ملابیج گیلانی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,41,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_193_35a54c20,لاوانگی مرغ تالش,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_196_9e48ca8f,کله گنجشکی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_2014_249aa268,خمیر پیتزا ایتالیایی,Phase One,Foreign,NEEDS_FULL_GRIS_REPAIR,36,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_2018_2572b935,سس بشامل,Phase One,Foreign,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_2022_ed370352,سس پستو,Phase One,Foreign,NEEDS_FULL_GRIS_REPAIR,41,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_2032_c2aacc2c,سس همبرگر,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,39,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_2039_b49f818c,رد موهیتو,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,35,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_2056_099d047a,سالاد شیرازی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_2082_eaf326bf,پیتزا استیک گوشت,Phase One,Foreign,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_2099_2ce15e17,پیتزا مارگاریتا,Phase One,Foreign,NEEDS_FULL_GRIS_REPAIR,37,HIGH,HIGH,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_2107_5f30a146,پیتزا بیکن,Phase One,Foreign,NEEDS_FULL_GRIS_REPAIR,40,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_79_792d1196,آش دندونی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_85_575ccb7a,کباب سلطانی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_86_ffcd0713,کباب بناب,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,40,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_87_b75c560e,دنده‌کباب کرمانشاهی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_88_c20a5f8b,کباب وزیری,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_91_a3224405,مرغ شکم‌پر,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_92_397baf20,جگر کبابی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,40,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_96_730b7817,بزقرمه کرمانی,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_fa_97_b033ed16,خورشت لوبیا سبز,Phase One,Iranian,NEEDS_FULL_GRIS_REPAIR,42,HIGH,MEDIUM,glance; whyItWorks; skills; finish; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: glance, whyItWorks, skills, finish, troubleshooting, keep/storage, faq"
garnish_recipe_global_143_002_5f663504,صبحانه کامل انگلیسی,Global 143,Foreign,NEEDS_FULL_GRIS_REPAIR,70,LOW,LOW,whyItWorks; skills; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: whyItWorks, skills, troubleshooting, keep/storage, faq"
garnish_recipe_global_143_003_e6033f62,بندیکت تخم‌مرغ,Global 143,Foreign,NEEDS_FULL_GRIS_REPAIR,70,LOW,LOW,whyItWorks; skills; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: whyItWorks, skills, troubleshooting, keep/storage, faq"
garnish_recipe_global_143_004_44168530,بیگل با لاکس و پنیر خامه‌ای,Global 143,Foreign,NEEDS_FULL_GRIS_REPAIR,63,MEDIUM,LOW,whyItWorks; skills; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: whyItWorks, skills, troubleshooting, keep/storage, faq"
garnish_recipe_global_143_005_6deeb347,کنجی صبحانه چینی,Global 143,Foreign,NEEDS_FULL_GRIS_REPAIR,60,MEDIUM,LOW,whyItWorks; skills; troubleshooting; keep/storage; faq,generic phrase: در پایان تنظیم کنید,"Multiple core GRIS sections missing/shallow/generic: whyItWorks, skills, troubleshooting, keep/storage, faq"
garnish_recipe_global_143_006_10cd2dcc,سیومای کانتونی دیم‌سام,Global 143,Foreign,NEEDS_FULL_GRIS_REPAIR,70,LOW,LOW,whyItWorks; skills; troubleshooting; keep/storage; faq,,"Multiple core GRIS sections missing/shallow/generic: whyItWorks, skills, troubleshooting, keep/storage, faq"
